comment_id,video_id,username,comment_text,digg_count,create_time,clean_text,video_context,llm_hate_speech,llm_confidence,llm_justification,batch_size_tested
6997455519837700891,6994046144053660930,Linh Tuyết,éc hot vd c gái :)))),1,1629222093,éc hot vd c gái :)))),,NOT_HATE_SPEECH,1.0,Bình luận là một lời khen ngợi tích cực.,128.0
6994112473934611226,6994046144053660930,Quynh.99,Xịn luôn,1,1628443724,xịn luôn,,NOT_HATE_SPEECH,1.0,Bình luận là một lời khen ngợi tích cực.,128.0
6996563583249810203,6994046144053660930,Duongnhi ♡,Chị ơi cho e xin info lens vứiii,1,1629014413,chị ơi cho e xin info lens vứiii,,NOT_HATE_SPEECH,1.0,"Bình luận là một câu hỏi yêu cầu thông tin, không có ý xúc phạm.",128.0
6998891108176675611,6994046144053660930,Phù Thuỷ,ôi đẹp,1,1629556327,ôi đẹp,,NOT_HATE_SPEECH,1.0,Bình luận là một lời khen ngợi tích cực.,128.0
6994638130443993882,6994046144053660930,猫 Mèo Đen 🐱🍃,Xuất sắc. Đẹp liền luôn,1,1628566106,xuất sắc. đẹp liền luôn,,NOT_HATE_SPEECH,1.0,Bình luận là một lời khen ngợi tích cực.,128.0
6994358185247605531,6994046144053660930,Trang Minn,Lsao để xinh như b😍😍😍,1,1628500927,lsao để xinh như b,,NOT_HATE_SPEECH,1.0,Bình luận là một câu hỏi khen ngợi.,128.0
6994107085495468826,6994046144053660930,NgọcNgân,Xuất sắc c ơi🥰 đẹp xỉu,1,1628442466,xuất sắc c ơi đẹp xỉu,,NOT_HATE_SPEECH,1.0,Bình luận là một lời khen ngợi tích cực.,128.0
6994296558737457947,6994046144053660930,HHHH,Ôi mẹ oi xuất sắc,1,1628486579,ôi mẹ oi xuất sắc,,NOT_HATE_SPEECH,1.0,Bình luận là một lời khen ngợi tích cực.,128.0
7001454617896698650,6994046144053660930,Huyền Phương🖤,Môi xinh quá b ơi. 🥰🥰,1,1630153191,môi xinh quá b ơi.,,NOT_HATE_SPEECH,1.0,Bình luận là một lời khen ngợi tích cực.,128.0
7001793500161590042,6994046144053660930,Kim Cúc Thanh Lý Kí Gửi,Sao đẹp quá z nè 🥺,1,1630232095,sao đẹp quá z nè,,NOT_HATE_SPEECH,1.0,Bình luận là một lời khen ngợi tích cực.,128.0
6994086797710738203,6994046144053660930,𝑻𝒉𝒖𝒚̀ 𝑩𝑴,Má đẹp vãi 😳,1,1628437742,má đẹp vãi,,NOT_HATE_SPEECH,1.0,Bình luận là một lời khen ngợi tích cực.,128.0
6994053544718680859,6994046144053660930,Linh Heo Thì,xịn thế lày,1,1628429995,xịn thế lày,,NOT_HATE_SPEECH,1.0,Bình luận là một lời khen ngợi tích cực.,128.0
6998840742156337947,6994046144053660930,Lychee 🐰,Đẹp xỉu,1,1629544601,đẹp xỉu,,NOT_HATE_SPEECH,1.0,Bình luận là một lời khen ngợi tích cực.,128.0
7489087956977025793,6994046144053660930,Bình Kê,E gái này xinh quá 🤣,1,1743689190,e gái này xinh quá,,NOT_HATE_SPEECH,1.0,Bình luận là một lời khen ngợi tích cực.,128.0
6994257375909692187,6994046144053660930,TuThanh99,Bạn làm clip hướng dẫn makeup này đc k ạ 🥺,4,1628477454,bạn làm clip hướng dẫn makeup này đc k ạ,,NOT_HATE_SPEECH,1.0,"Bình luận là một câu hỏi yêu cầu hướng dẫn, không có ý xúc phạm.",128.0
6994093041015423770,6994046144053660930,Mai Trangg🖤,"Đỉnh quá c ơii , c lamd video dậy make tone này đi ạ",1,1628439194,"đỉnh quá c ơii , c lamd video dậy make tone này đi ạ",,NOT_HATE_SPEECH,1.0,Bình luận là một lời khen ngợi và yêu cầu hướng dẫn tích cực.,128.0
6998807766685270810,6994046144053660930,Trang Bee,Lens màu gì v b,1,1629536925,lens màu gì v b,,NOT_HATE_SPEECH,1.0,"Bình luận là một câu hỏi yêu cầu thông tin, không có ý xúc phạm.",128.0
6994064007724598043,6994046144053660930,Mai makeup ở Thái… Nguyên,Mặt mộc cũng xinh rồi :))) tôi thấy những giọt mồ hôi chăm chỉ tập tành trên mặt cô ấy 🥺🥺🥺,2,1628432432,mặt mộc cũng xinh rồi :))) tôi thấy những giọt mồ hôi chăm chỉ tập tành trên mặt cô ấy,,NOT_HATE_SPEECH,1.0,Bình luận là một lời khen ngợi tích cực về vẻ đẹp tự nhiên và sự chăm chỉ.,128.0
6994385417525805851,6994046144053660930,🙂,Chj ji là cô giáo dạy makeup mà nc cưng xĩu luôn đug hk ạh!,1,1628507268,chj ji là cô giáo dạy makeup mà nc cưng xĩu luôn đug hk ạh!,,NOT_HATE_SPEECH,1.0,Bình luận là một lời khen ngợi về tính cách của người trong video.,128.0
