comment_id,video_id,username,comment_text,digg_count,create_time,clean_text
7419340427771626258,7404326014530129159,Sơn Bệu nghèo 😎😎😎,Ngày tập thể thao đêm lên mường T là thấy,1,1727449811,ngày tập thể thao đêm lên mường t là thấy
7430277458161255175,7404326014530129159,vương,Gọi vốn😂,1,1729996292,gọi vốn
7406398805769683720,7404326014530129159,NaBi Liên,Đang định thử mà nghe bão táp quá nên lại thôi :))),1,1724436605,đang định thử mà nghe bão táp quá nên lại thôi :)))
7408871075591340820,7404326014530129159,bibo teltel,Môn thể thao gọi vốn hót nhất hiện nay 😁,1,1725012225,môn thể thao gọi vốn hót nhất hiện nay
7406235562320937746,7404326014530129159,Dolphin@CM,Mát mẻ còn hơn đi biển 😂😂😂,1,1724398595,mát mẻ còn hơn đi biển
7408423548815082257,7404326014530129159,Thuw<3,"trời ơi, tg chơi ko sao mà cứ về VN là thấy kì kì😭",1,1724908029,"trời ơi, tg chơi ko sao mà cứ về vn là thấy kì kì"
7411330494287545106,7404326014530129159,manhdoan623,😑sao chơi cái này hay bị dựng v,1,1725584858,sao chơi cái này hay bị dựng v
7422615026727781141,7404326014530129159,Trần duy Tâm,Ai mặc đồ bà ba chơi là lạ nhất,1,1728212241,ai mặc đồ bà ba chơi là lạ nhất
7406905162814046977,7404326014530129159,hoangthanhthanglong404,này như kiểu đi tiếp thị sản phẩm 🤣,1,1724554503,này như kiểu đi tiếp thị sản phẩm
7429764652706857735,7404326014530129159,Tài Nói Thặt,người ta thường có sở thích những gì mới lạ,1,1729876896,người ta thường có sở thích những gì mới lạ
7407074145115390727,7404326014530129159,nguyenphu49._,môn gọi vốn mà 🤡,1,1724593844,môn gọi vốn mà
7421733264660710165,7404326014530129159,Trần Thanh,r mắc j mặc áo mát mẻ dữ thần dị ta,1,1728006941,r mắc j mặc áo mát mẻ dữ thần dị ta
7406364630107112212,7404326014530129159,chipioo9,Mặc khác gì đi tập gym :)),1,1724428648,mặc khác gì đi tập gym :))
7406550715323220754,7404326014530129159,Nguyễn Chi,Foò,1,1724471973,foò
7421521822942462736,7404326014530129159,Phạm Hiếu,Giải thưởng là lương em 6 triệu tháng mà sau 2 năm về xây cho bố mẹ cái biệt thự 3 tỏi.,1,1727957726,giải thưởng là lương em 6 triệu tháng mà sau 2 năm về xây cho bố mẹ cái biệt thự 3 tỏi.
7407809545160803073,7404326014530129159,Ngô Đăng Thạc,"Nước ngoài: Bộ môn thể thao
Việt Nam: Bộ môn gọi vốn
🤣🤣🤣",1,1724765070,nước ngoài: bộ môn thể thao việt nam: bộ môn gọi vốn
7406584707109094164,7404326014530129159,Tuan Hao 😋,Uầy có khi đổi sang môn thể thao mới vậy,1,1724479890,uầy có khi đổi sang môn thể thao mới vậy
7425570896369615624,7404326014530129159,💫HOÀNG LONG💫🔥🌟,môn này là đi tìm đại gia nhé.,1,1728900459,môn này là đi tìm đại gia nhé.
