comment_id,video_id,username,comment_text,digg_count,create_time,clean_text
7539543998584128277,7537299509798309136,Ngọc Anh_🥟,1k là con j v shop,1,1755436888,1k là con j v shop
7538370409609560853,7537299509798309136,SHARE KHÓA DRIVE📚📚,48k hahaha ghẻ r,1,1755163644,48k hahaha ghẻ r
7540342916242719496,7537299509798309136,_hye hye_,8k là j:)),1,1755622902,8k là j:))
7539715908970332946,7537299509798309136,𝒞𝒽𝒾𝒽𝒶𝓇𝓊_ ꪑꫀ̂ꪜꫀ̃,7k nhưng mà tiền ship thì 30k 🥰,2,1755476926,7k nhưng mà tiền ship thì 30k
7541009739867357960,7537299509798309136,y8,t thử coi cái gì mà 1k freeship 😔,1,1755778160,t thử coi cái gì mà 1k freeship
7539522192524428053,7537299509798309136,:///,còn ghẻ roii,1,1755431817,còn ghẻ roii
7538750518861251344,7537299509798309136,Titanium⚖️,Ủa rồi 2.500 sao,1,1755252146,ủa rồi 2.500 sao
7539405910368830226,7537299509798309136,gọi tui là sóc,cưng miễn phí ship,1,1755404738,cưng miễn phí ship
7539830033269048071,7537299509798309136,biện pháp nhân hóa,1k miễn phí ship,1,1755503489,1k miễn phí ship
7539539089507615504,7537299509798309136,thanh trúc,1đ thì sao,1,1755435750,1đ thì sao
7539734471713686288,7537299509798309136,ᴛᴏ̂̉ ᴛʀᴜ̛ᴏ̛̉ɴɢ ᴛᴏ̂̉ 2 ★,1k con j =),1,1755481239,1k con j =)
7538738686483317522,7537299509798309136,тнỏ´꒳`🐇,1k thì sao😅,1,1755249393,1k thì sao
7539780030017536776,7537299509798309136,Lee HaYoon | 이하윤 ❤️❤️❤️,1đ,1,1755491843,1đ
7539531788155716359,7537299509798309136,M A I A N H 2k15,103k,1,1755434045,103k
7541093888372359954,7537299509798309136,K,Ui 8k,1,1755797750,ui 8k
7540367738398376721,7537299509798309136,-_ emlales_-,còn t còn điên 😭,0,1755628689,còn t còn điên
7539071561261974290,7537299509798309136,Mong đến Tết nhanh,1 đ,0,1755326889,1 đ
7539513008201564935,7537299509798309136,𐙚bá sàn điểm địa౨ৎ,13k con nuôi 😑,1,1755429674,13k con nuôi
7538820916600718087,7537299509798309136,Quỷ sứ nghịch ngợm😝,1₫ :)),1,1755268532,1 :))
7539450493728506632,7537299509798309136,kẻ thu phục loài bò,"à há, 1k đ ship, con bò🗿",1,1755415120,"à há, 1k đ ship, con bò"
7539341179075789586,7537299509798309136,🛴ồn như 🖤,con ghẻ😂tiền ship 30.200😂,1,1755389674,con ghẻtiền ship 30.200
7541091173085512466,7537299509798309136,lục tổng,1k free ship (còn cưng của tiktok),1,1755797124,1k free ship (còn cưng của tiktok)
7538433178613678864,7537299509798309136,Dâu Tây🍓,9k mà không biết có đc con cưng k,1,1755178256,9k mà không biết có đc con cưng k
7538058572668633863,7537299509798309136,theo hỏi thẻo;>🫰,con quý:1🌿,1,1755091035,con quý:1
7537495654979076882,7537299509798309136,ϟ ミ☆BinMϟ!⋆.ೃ࿔,wow shop ơi em 8 🌿,2,1754959979,wow shop ơi em 8
7539738582824223506,7537299509798309136,cáo🦊,t có 999 đồng :))),0,1755482199,t có 999 đồng :)))
7545838130718540562,7537345008261664018,Ngoc💖💓💖Thuy💖💓💖,chinh xac chi oi.🥰🥰,0,1756902355,chinh xac chi oi.
7537584296950088449,7537345008261664018,tuy vân,Xinh quá em gái oi ❤ 😘,0,1754980617,xinh quá em gái oi
7537669244771844871,7537345008261664018,장은혜 9879,tuyet voi qua ban oi🥰🥰🥰🥰🥰,0,1755000387,tuyet voi qua ban oi
7537647145337799442,7537345008261664018,cô út cà mau🇻🇳😍🇰🇷남여지,de thuong qua chi yeu oi,1,1754995245,de thuong qua chi yeu oi
7537549307668529921,7537345008261664018,보영 ❤🌹,tuyet voi lam c yeu,3,1754972478,tuyet voi lam c yeu
7537706326227976968,7537345008261664018,ANH THỢ ĐỤC,Mến chúc bạn buổi tối vui vẻ 🥰,0,1755009020,mến chúc bạn buổi tối vui vẻ
7537634389010760456,7537345008261664018,🇻🇳💗💗hương cherry💗💗🇰🇷,Dễ thương quá ty 😂😂,0,1754992271,dễ thương quá ty
7537728340964082449,7537345008261664018,"kim jeong hyy ""nhím xù gai""",nhưng c vẫn xinh đẹp là được 🥰🥰🥰,0,1755014152,nhưng c vẫn xinh đẹp là được
7537581758196581137,7537345008261664018,😍Thảo🇰🇷🇻🇳Sàigòn,🥰🥰🥰Dễ thương TY Hay lắm nha đúng😅😅,2,1754980021,dễ thương ty hay lắm nha đúng
