comment_id,video_id,username,comment_text,digg_count,create_time,clean_text
7561705235460260626,7561483178486107410,Võ Hải,Rồi ai giám cho con em ăn ở trường nữa trời,11,1760596706,rồi ai giám cho con em ăn ở trường nữa trời
7561706340235657991,7561483178486107410,u31roiday,Xử lí nghiêm phạt thật nặng đi ạ,10,1760596965,xử lí nghiêm phạt thật nặng đi ạ
7561843432643019527,7561483178486107410,Xu,Ngộ độc thực phẩm cả trường rồi hiệu trưởng ăn cho hết🤣,14,1760628879,ngộ độc thực phẩm cả trường rồi hiệu trưởng ăn cho hết
7561686984910750472,7561483178486107410,Trang Đoàn,Chọn tương lai hay hiện tại???,14,1760592456,chọn tương lai hay hiện tại???
7561797663168070417,7561483178486107410,Sam2,"Trg con e còn lâu mới đc vào, suốt ăn 30k về hỏi con chỉ có 2 món là canh với thịt hoặc trứng",14,1760618223,"trg con e còn lâu mới đc vào, suốt ăn 30k về hỏi con chỉ có 2 món là canh với thịt hoặc trứng"
7561699826531189522,7561483178486107410,🤙Bi Bé Bỏng Á🤙🐢,trứng cút luộc tại quán còn hư huống chi luộc sẵn từ đời nào,11,1760595446,trứng cút luộc tại quán còn hư huống chi luộc sẵn từ đời nào
7561757323197416199,7561483178486107410,Tiểu Trúc,Ở nhà thì luôn cẩn trọng lựa chọn cho con cái ăn uống cái gì vào cơ thể mà đến trường thì con phải ăn những thực phẩm mất an toàn thì ai mà không bức xúc,9,1760608839,ở nhà thì luôn cẩn trọng lựa chọn cho con cái ăn uống cái gì vào cơ thể mà đến trường thì con phải ăn những thực phẩm mất an toàn thì ai mà không bức xúc
7561802474362110741,7561483178486107410,Time Line,Vừa xem tv24h khoe mâm đồ ăn tại 1 trường nào đó khá vip😆. Tóp tóp thì ngược lại nha,10,1760619343,vừa xem tv24h khoe mâm đồ ăn tại 1 trường nào đó khá vip. tóp tóp thì ngược lại nha
7561748548313514769,7561483178486107410,bacduong1972,kính mong các bác lãnh đạo xem sét .để sử lý .để bảo đảm sức khoẻ của các cháu,10,1760606796,kính mong các bác lãnh đạo xem sét .để sử lý .để bảo đảm sức khoẻ của các cháu
7561700045282067216,7561483178486107410,🍍,đang có con mới đi học mầm non xem mà lo qá 😔,10,1760595511,đang có con mới đi học mầm non xem mà lo qá
7561779901326967559,7561483178486107410,Khương Dạ Đan Vi,tổng thanh tra tất cả các trường,10,1760614088,tổng thanh tra tất cả các trường
7561684726194225938,7561483178486107410,Cherry 🍒,Cơm nhà các con ăn là an toàn nhất !,12,1760591932,cơm nhà các con ăn là an toàn nhất !
7561799932617933569,7561483178486107410,thanhbinh222,Dã man!🙏🏻🙏🏻🙏🏻,10,1760618752,dã man!
7561752702809441044,7561483178486107410,Tôm Z25,trứng luộc chín rồi thì chảy nước làm sao được nhỉ,10,1760607759,trứng luộc chín rồi thì chảy nước làm sao được nhỉ
7561776731604435730,7561483178486107410,hiphip.03.02,Cũg may bh hàng tuần phụ huynh dc đi ktra thực pẩm tốt gê,10,1760613354,cũg may bh hàng tuần phụ huynh dc đi ktra thực pẩm tốt gê
7564574106667008780,7561597527015886088,Emmanuel 🌹🌹❤️,Ta,0,1761264668,ta
7561715574422684434,7561597527015886088,Shahadat Hossai27795,"😳😳😳😳😳😳
masha.. Allah 😳😳😳",1,1760599110,masha.. allah
7561681097802121991,7561597527015886088,Mostafa Kamal,"মাশা-আল্লাহ ওয়াও,,,,কি সুন্দর কিউট বাবু সুবহানাল্লাহ",1,1760591085,"- ,,,,"
7561707702649651975,7561597527015886088,Md saiful121,so ceuta baby 🤱 masallah,0,1760597278,so ceuta baby masallah
7561686948852531976,7561597527015886088,"m Rashid Dogar,",mashallah so cute🥰🥰🥰,0,1760592451,mashallah so cute
7561627023183086354,7561597527015886088,🥰🥰ইকবাল🥰হাসান মায়াবী🥰🥰,mashaallah Alhamdulillah so nice bautiful kopy,0,1760578500,mashaallah alhamdulillah so nice bautiful kopy
7561628195632562945,7561597527015886088,Nusrat jannat,massallah so cute 🥰🥰🥰,0,1760578780,massallah so cute
7561641681411703573,7561597527015886088,M Ibrahim Khalil,masayaallah beautiful,0,1760581914,masayaallah beautiful
7561795611525726984,7561597527015886088,Md Soriful islam,masahalla,0,1760617893,masahalla
7561716280115708690,7561597527015886088,🍒✿︎𝐘𝐨𝐘𝐫_𝐒𝐮𝐆𝐚_𝐚𝐅𝐚🍒,story টা কেমন হইছে...🔪🔪😌,0,1760599279,story ...
7561654028661555976,7561597527015886088,KS kawsar khan,Masallah 🥰,0,1760584782,masallah
7561931719781106433,7561597527015886088,M.S,MashaAllah🥰,0,1760649455,mashaallah
7563929404075361032,7561636488639778068,Đinh Hà My,Tạch tạch tạch tạch môn :))))),0,1761114559,tạch tạch tạch tạch môn :)))))
7562745945147540242,7561636488639778068,Thương Thị lan,Trước mình học hay thức đêm với stresss kinh khủng sau bị rụng tóc mãi lúc tóc thưa rồi mới để ý😭 còn cố chấp mua mấy loại xịt dưỡng tóc rồi đi ủ tóc mà không hiệu quả. Cuối cùng quyết định đi dtri da liễu hết 5b mà khói hẳn đến tận giờ không thấy rụng lại🥰,3,1760839014,trước mình học hay thức đêm với stresss kinh khủng sau bị rụng tóc mãi lúc tóc thưa rồi mới để ý còn cố chấp mua mấy loại xịt dưỡng tóc rồi đi ủ tóc mà không hiệu quả. cuối cùng quyết định đi dtri da liễu hết 5b mà khói hẳn đến tận giờ không thấy rụng lại
7562193914255278866,7561636488639778068,Tusn.ahnn,"Triết (), ktvm (), pldc (), tcc ()",7,1760710482,"triết (), ktvm (), pldc (), tcc ()"
7564201017206965008,7561636488639778068,VB2 or NVCA 🥲,"Đi học còn dễ học chill chill cx ra trường, t học kỹ thuật cx dc 3. mà giờ đi làm mún khok, kiến thức nó lạ lắm :)) đã vậy làm cho công ty nước ngoài mún sos",0,1761177817,"đi học còn dễ học chill chill cx ra trường, t học kỹ thuật cx dc 3. mà giờ đi làm mún khok, kiến thức nó lạ lắm :)) đã vậy làm cho công ty nước ngoài mún sos"
7562211849359655697,7561636488639778068,Nam bị cận🐣,Em năm đầu cũng muốn ngơ ngơ ngác ngác rồi đây 2 chị🥹,2,1760714661,em năm đầu cũng muốn ngơ ngơ ngác ngác rồi đây 2 chị
7561645158568592135,7561636488639778068,kẻ thù IELTS,2 mẹ nhận con 1 lạy nha,41,1760582719,2 mẹ nhận con 1 lạy nha
7562210390416556818,7561636488639778068,at𐙚,Zừa học zừa làm 😇,3,1760714317,zừa học zừa làm
7564351640619402000,7561636488639778068,",",đẹp mà .... đẹp mặt,0,1761212871,đẹp mà .... đẹp mặt
7563818443503158034,7561636488639778068,𝑪𝒖𝒂𝒂🦀,Không khác gì khu tự trị🤡,0,1761088736,không khác gì khu tự trị
7564672200566817537,7561636488639778068,Anhm và mèo🫶🏻,Với t là cấp 3 🥲,0,1761287512,với t là cấp 3
7562184652061311752,7561636488639778068,NguyễnHiền,ê khongggg thấy nó đẹp mà nó mệt á chời,3,1760708326,ê khongggg thấy nó đẹp mà nó mệt á chời
7564315751773094674,7561636488639778068,Vui Mlô,Meme v thôi chứ đi làm rồi muốn quay lại cũng kh dc 🥹,0,1761204515,meme v thôi chứ đi làm rồi muốn quay lại cũng kh dc
7562194162003903233,7561636488639778068,Đạt Nguyễn,vậy còn nhẹ,1,1760710543,vậy còn nhẹ
7562184480611173128,7561636488639778068,Bánh gấu🐤,🥺Xin in4 áo bà mặc dc hom,9,1760708287,xin in4 áo bà mặc dc hom
7564219706874397448,7561636488639778068,babynhoynhoy,tại vì nó so với thời gian đi làm á. :)))),0,1761182154,tại vì nó so với thời gian đi làm á. :))))
7563649053163422472,7561636488639778068,09,đẹp khi được giải lao là thời gian đẹp nhất,0,1761049284,đẹp khi được giải lao là thời gian đẹp nhất
7562176244172669716,7561636488639778068,💙bdt3004🌻,Lên đh sẽ có ny:))@htn06122005,1,1760706372,lên đh sẽ có ny:))
7563669858404631303,7561636488639778068,Kelly nè,@vy 🤤 sao bà nghĩ tới con 😂,0,1761054127,sao bà nghĩ tới con
7562199334353224464,7561636488639778068,Hhai_24,Thời gian thì đẹp còn mik thì ngày càng 6677 🥰🖕,1,1760711748,thời gian thì đẹp còn mik thì ngày càng 6677
7562166886658573076,7561636488639778068,khoai tây,@Cường Xi Măng (Biên hòa) lên,1,1760704189,(biên hòa) lên
7562159073172177682,7561636488639778068,Rika Yukino,Chứ đi làm cái thấy đi học thanh xuân lìn💀,1,1760702375,chứ đi làm cái thấy đi học thanh xuân lìn
7563656907047748369,7561636488639778068,Zoe,sì trét sắp hói,0,1761051202,sì trét sắp hói
7564408104571273992,7561636488639778068,I am Thu Phuong,sắp chết,0,1761226012,sắp chết
