comment_id,video_id,username,comment_text,digg_count,create_time,clean_text
7558435395403973394,7558394470438391058,Đạo Nhỡ,vào hồng ngọc thì quá chất bác,2,1759835386,vào hồng ngọc thì quá chất bác
7558480596524073735,7558394470438391058,Phùng văn lương,lô 64 luôn,2,1759845907,lô 64 luôn
7558512196797039377,7558394470438391058,Mực Xăm Chính Hãng Bloomode,E cũng cảm ơn các anh chị đi đường đã giúp đỡ e rất nhiều.1 kỉ niệm đáng nhớ ạ,2,1759853274,e cũng cảm ơn các anh chị đi đường đã giúp đỡ e rất nhiều.1 kỉ niệm đáng nhớ ạ
7558440698711081748,7558394470438391058,𝑯𝒐à𝒏𝒈 𝑽ă𝒏 𝑸𝒖𝒂𝒏𝒈,Chúc 2 mẹ con vượt cạn thành công nhé ❤,2,1759836622,chúc 2 mẹ con vượt cạn thành công nhé
7558500716731155207,7558394470438391058,Tùng1991,a giang à,2,1759850594,a giang à
7558428666365461265,7558394470438391058,tuananh_offcial1303🇻🇳🤝🇱🇦,Idol lái xe kia tên gì nhìn quen quen😂,3,1759833825,idol lái xe kia tên gì nhìn quen quen
7558498409435431688,7558394470438391058,Kiên khay,chất a giang mình đây roi,2,1759850055,chất a giang mình đây roi
7558481885614686993,7558394470438391058,Hồ Văn Hoàn,chỉ có vn mình. cam ơn tất cả ae nhà xe nhé. có lúc no có lúc khác xe có người giúp mình ok,4,1759846214,chỉ có vn mình. cam ơn tất cả ae nhà xe nhé. có lúc no có lúc khác xe có người giúp mình ok
7558478088490140424,7558394470438391058,Mặc kệ đời tôi,thuong quá co gang nen,2,1759845324,thuong quá co gang nen
7558428521057665808,7558394470438391058,Nhà Viêt 09,A di đà phât.♥️♥️♥,2,1759833787,a di đà phât.
7558429836873761544,7558394470438391058,Voi còi. Thuyên Mai,chắc đây BV Hồng Ngọc,2,1759834094,chắc đây bv hồng ngọc
7558456651515970311,7558394470438391058,manhtruong978,Hà nam quê tôi ai để ý k🥰🥰🥰,4,1759840333,hà nam quê tôi ai để ý k
7558419536119907079,7558394470438391058,"Trần Kim 1999,,🇰🇷🇻🇳",ở Hà Nội đó,2,1759831696,ở hà nội đó
7558495193746981640,7558394470438391058,Thắng,Xe này là xe contener ah 😀😀,2,1759849307,xe này là xe contener ah
7558477528689394450,7558394470438391058,ngân ngân,"sinh ra đặt tên ở nhà cho con luôn : con gái tên Mưa , con trai tên Bão .",2,1759845193,"sinh ra đặt tên ở nhà cho con luôn : con gái tên mưa , con trai tên bão ."
7558445116210823952,7558394470438391058,Cafe muối,Chúc bạn mẹ tròn con vuông nhé,1,1759837649,chúc bạn mẹ tròn con vuông nhé
7558482918227444487,7558394470438391058,Đạt 1 Phít,Sau này con kiểu . Đánh tài nó cứ 6-3 ra 1 . Mẹ tao đẻ tao vào mùa mưa hay sao ý,3,1759846452,sau này con kiểu . đánh tài nó cứ 6-3 ra 1 . mẹ tao đẻ tao vào mùa mưa hay sao ý
7558449427967951624,7558394470438391058,ᶻ 𝗓 𐰁,sướng nhất chị nhà,2,1759838652,sướng nhất chị nhà
7558461195020567317,7558394470438391058,Kiên,Anh giang kìa 🤭,2,1759841394,anh giang kìa
7558445124403036946,7558394470438391058,@Mạnh Vui,90 hà nam cũ quê tui 👍,2,1759837651,90 hà nam cũ quê tui
7558463878834897680,7558394470438391058,Trần Phúc Yên297,hôm trươc e đưa vk e đi bằng con cứu hộ lốp k165,1,1759842020,hôm trươc e đưa vk e đi bằng con cứu hộ lốp k165
7558432019950584584,7558394470438391058,Sắt vụn Đức Phương 🔑,"vợ mình năm 2010 cũng đi đẻ bằng xe tải của nhà, đến cổng mấy chú bảo vệ bảo tôi chưa thấy ai cho vợ đi xe tải như nhà cháu 😅😂",2,1759834602,"vợ mình năm 2010 cũng đi đẻ bằng xe tải của nhà, đến cổng mấy chú bảo vệ bảo tôi chưa thấy ai cho vợ đi xe tải như nhà cháu"
7558478606986625799,7558394470438391058,Tiệm nối mi quận 12,Xịn thật,2,1759845445,xịn thật
7558417506081637128,7558394470438391058,ngọc 20__,xóm tui cũng có người đẻ vào ngày lũ,2,1759831222,xóm tui cũng có người đẻ vào ngày lũ
7558468085901460241,7558394470438391058,Việt Vũ 48          🦟,đẻ ngày mưa thì đặt tên gi nhỉ ace,2,1759843002,đẻ ngày mưa thì đặt tên gi nhỉ ace
7558413178884162311,7558394470438391058,Bảo C-P,Thế mới gọi Hà Lội😂😂😂,2,1759830212,thế mới gọi hà lội
7558456325526553345,7558394470438391058,Giang.HuyHoang,Bão yagi năm ngoái tui cug phải mang con xe tải về dựng cạnh nhà. Sẵn sàng để đi đẻ. Nhug may. Nước rút,4,1759840262,bão yagi năm ngoái tui cug phải mang con xe tải về dựng cạnh nhà. sẵn sàng để đi đẻ. nhug may. nước rút
7558467631524070152,7558394470438391058,Hiệp,"con trai thì tên Bão, con gái thì tên Thủy nhé",2,1759842889,"con trai thì tên bão, con gái thì tên thủy nhé"
7558431573331559175,7558394470438391058,Ngọc Bích 💎,90 hà nam cũ quê tui nè,2,1759834494,90 hà nam cũ quê tui nè
7558416510012850951,7558394470438391058,Moc,thương bầu quá chúc Em mẹ tròn con vuông ❤❤❤❤❤❤,2,1759830987,thương bầu quá chúc em mẹ tròn con vuông
7558463787625612040,7558394470438391058,Tuyển Nguyễn,Giống idol ở vp quá,2,1759841996,giống idol ở vp quá
7558424324119429896,7558394470438391058,Ngô Văn Đoàn,Ae hà nam mãi đỉnh 😂😂,2,1759832810,ae hà nam mãi đỉnh
7558452556242895624,7558394470438391058,Huyền nguyễn,k bằng mình đc hẳn các chú Công An đón bằng xe chuyên dụng 😅😅😅😅,2,1759839378,k bằng mình đc hẳn các chú công an đón bằng xe chuyên dụng
7558428269802095368,7558394470438391058,Hiền bii,thanhk bác xe tải van dam bình an nhé ah,2,1759833728,thanhk bác xe tải van dam bình an nhé ah
7558430318731805458,7558394470438391058,Phương Hoa✅,Phụ nữ đáng được yêu thương❤,2,1759834202,phụ nữ đáng được yêu thương
7558446924548162324,7558394470438391058,Bùi thị hường,Chúc e me tròn con vuông bình an,2,1759838075,chúc e me tròn con vuông bình an
7558436729154323207,7558394470438391058,Thư thỏ nè 🐰🐰,bà bầu sướng nhất thế giới,3,1759835694,bà bầu sướng nhất thế giới
7558445889124254472,7558394470438391058,Anh Quyết,Nhất nhà chị rồi😂😂,2,1759837826,nhất nhà chị rồi
7558460847468954376,7558394470438391058,Tatooo,Ngồi xe hơn tỷ nó phải khác,3,1759841312,ngồi xe hơn tỷ nó phải khác
7558464858456523537,7558394470438391058,Thích ở nhà,Mai mốt nhà lại có đứa tên Lụt 😂,3,1759842249,mai mốt nhà lại có đứa tên lụt
7558452405563671312,7558394470438391058,Tùng Bíeooo,"Trời ơi chị ấy đẻ trong Hồng Ngọc, cũng phải nhà có điều lệ lắm đấy 🥰",2,1759839353,"trời ơi chị ấy đẻ trong hồng ngọc, cũng phải nhà có điều lệ lắm đấy"
7558463167974605586,7558394470438391058,Shopbebon2023,Đấy mấy hum tui cứ suy nghĩ là nước ngập thế đau đẻ thì đi kiểu gi nhỉ :)),3,1759841848,đấy mấy hum tui cứ suy nghĩ là nước ngập thế đau đẻ thì đi kiểu gi nhỉ :))
7558427019957781266,7558394470438391058,HOÀNG SƠN,cả buổi sáng xem live a giang,4,1759833438,cả buổi sáng xem live a giang
7558438171551318802,7558394470438391058,Lan Anh,90 hà nam mãi yêu,2,1759836034,90 hà nam mãi yêu
7558406575028749063,7558394470438391058,HoangGolf1976,"Kỷ niệm đáng nhớ, sau này kể cho con nghe kỷ niệm đi đẻ nhé bạn",2,1759828679,"kỷ niệm đáng nhớ, sau này kể cho con nghe kỷ niệm đi đẻ nhé bạn"
7558403746029798151,7558394470438391058,Thanh Phong,anh chồng cảm ơn hết lời luôn,2,1759828021,anh chồng cảm ơn hết lời luôn
7558451590581322504,7558394470438391058,Ngo Hue,chất chơi đây😆,2,1759839160,chất chơi đây
7558465657786221333,7558394470438391058,Vũ Yến,Chúc e xinh me tròn con vuông nha,2,1759842434,chúc e xinh me tròn con vuông nha
7558453205147910930,7558394470438391058,Linh Lu,"Tên là Hồng Thuỷ, Đại Vũ nè",3,1759839529,"tên là hồng thuỷ, đại vũ nè"
7558395869722149653,7558394470438391058,Malong Vuong,quá chất luôn 👍🤣,2,1759826187,quá chất luôn
7558438900844315399,7558394470438391058,Sơn kẹo🇻🇳,Đặt luôn trên con là Hà Nam biển 90,3,1759836203,đặt luôn trên con là hà nam biển 90
7558455750029706000,7558394470438391058,Nguyễn Đỗ Quyên🤡,nhà có xe hay sao ý,2,1759840126,nhà có xe hay sao ý
7558440892546925330,7558394470438391058,Quang cừ Official,Nay xem live của a giang luôn tuyệt vời,2,1759836667,nay xem live của a giang luôn tuyệt vời
7558464225317569287,7558394470438391058,🍄1986🍄,xe giang thì phải 😆,2,1759842097,xe giang thì phải
7558435740994077447,7558394470438391058,Huy Nguyễn,tài xế hình như hot tik Tok thì pk,2,1759835469,tài xế hình như hot tik tok thì pk
7558424246386262792,7558394470438391058,Lính Đóng Thóc 🌾,idol giang hà nam,2,1759832791,idol giang hà nam
7558414382620148481,7558394470438391058,Thu Hương,Sáng có ông cứ bảo xe xăng với xe điện :))) nếu đi đẻ thì làm tn :))) thì đi conteno,3,1759830494,sáng có ông cứ bảo xe xăng với xe điện :))) nếu đi đẻ thì làm tn :))) thì đi conteno
7558407268161569543,7558405959136152840,RADIO,"ê có ai suy nghỉ giống tao ko ??
cần tìm người cùng tần số để có câu trả lời cho video này , tui ko dám nói !",1,1759828836,"ê có ai suy nghỉ giống tao ko ?? cần tìm người cùng tần số để có câu trả lời cho video này , tui ko dám nói !"
7558408466084332296,7558405959136152840,Tiểu 🍑🍑 Ngọc,nam mô a Di Đà Phật 🙏🙏🙏 cầu mong tất cả mọi người đều đc bình an,0,1759829114,nam mô a di đà phật cầu mong tất cả mọi người đều đc bình an
7559207871536759570,7558411741911158023,yew 🎀,bạn nào cx xink hết z😁,4,1760015239,bạn nào cx xink hết z
7564291546679755528,7558411741911158023,@keo chua 🍭🍬,mai chị sẽ ngồi đây có mình là một chị không đeo mặt nạ,0,1761198881,mai chị sẽ ngồi đây có mình là một chị không đeo mặt nạ
