comment_id,video_id,username,comment_text,digg_count,create_time,clean_text,video_context,llm_hate_speech,llm_confidence,llm_justification,batch_size_tested
7466067184378217224,6989137370817842459,Yanie🍒🍒,sợ ơi sợ,0,1738329243,sợ ơi sợ,Đu trend phiên bản mới cấn thai 🥲,NOT_HATE_SPEECH,0.9,"Bình luận thể hiện cảm xúc cá nhân ""sợ"" trước nội dung video, không mang tính công kích hay xúc phạm.",64.0
7483113308188377874,6989137370817842459,𝔹áⁿʰ- 𝐱èℴ⋆ටᆼට⋆,Là ảnh mang thai hả,0,1742298110,là ảnh mang thai hả,Đu trend phiên bản mới cấn thai 🥲,NOT_HATE_SPEECH,0.9,"Bình luận đặt câu hỏi về nội dung video, không có ý xúc phạm hay công kích.",64.0
7451821814210757394,6989137370817842459,Ly Nail Q.8,Kkkk,0,1735012477,kkkk,Đu trend phiên bản mới cấn thai 🥲,NOT_HATE_SPEECH,0.9,"Bình luận thể hiện tiếng cười, không mang nội dung xúc phạm.",64.0
7467858163016074001,6989137370817842459,Bùi Thương Vĩ,Chời chời xuất sắc c ơi,0,1738746248,chời chời xuất sắc c ơi,Đu trend phiên bản mới cấn thai 🥲,NOT_HATE_SPEECH,0.9,Bình luận khen ngợi nội dung hoặc người trong video.,64.0
7528307453563454226,6989137370817842459,thanhtruc.,Hồng Tỷ,0,1752820680,hồng tỷ,Đu trend phiên bản mới cấn thai 🥲,NOT_HATE_SPEECH,0.8,"Bình luận là một cách gọi thân mật hoặc biệt danh, không có dấu hiệu xúc phạm.",64.0
6998147033459229466,6994046144053660930,Vũ trụ 25m2,làm hướng dẫn make tông này đi bạn,51,1629383086,làm hướng dẫn make tông này đi bạn,,NOT_HATE_SPEECH,0.9,"Bình luận yêu cầu hướng dẫn trang điểm, không có nội dung xúc phạm.",64.0
6994297077992538882,6994046144053660930,Năng Lượng Thích Cực,😳😳😳 Ối dời ơi xinhh thế hả zời,9,1628486705,ối dời ơi xinhh thế hả zời,,NOT_HATE_SPEECH,0.9,Bình luận khen ngợi vẻ đẹp.,64.0
6996628521510650650,6994046144053660930,Mặc gì đi cafe 💁🏻‍♀️,Xứng đáng được độ 🤩,4,1629029529,xứng đáng được độ,,NOT_HATE_SPEECH,0.9,Bình luận thể hiện sự ủng hộ và đánh giá tích cực.,64.0
7004019909043061531,6994046144053660930,kimmkelly,Độ rồi nè bạn ơi 😬😬😬,3,1630750471,độ rồi nè bạn ơi,,NOT_HATE_SPEECH,0.9,"Bình luận là một phản hồi thông tin, không mang tính xúc phạm.",64.0
6994073637343707931,6994046144053660930,ThảoVy makeup Huế,Chu choa đẹp 🥰,11,1628434676,chu choa đẹp,,NOT_HATE_SPEECH,0.9,Bình luận khen ngợi vẻ đẹp.,64.0
6994138861039289115,6994046144053660930,É ẹ,Mặt mộc cũng xinh nữa 🥲,7,1628449883,mặt mộc cũng xinh nữa,,NOT_HATE_SPEECH,0.9,Bình luận khen ngợi vẻ đẹp tự nhiên.,64.0
6994309799659897627,6994046144053660930,Bonsai KC,Đẹp quá e ơi,6,1628489661,đẹp quá e ơi,,NOT_HATE_SPEECH,0.9,Bình luận khen ngợi vẻ đẹp.,64.0
6994071910518817563,6994046144053660930,Ngọc Anh,C dạy make kiểu này đi c,3,1628434270,c dạy make kiểu này đi c,,NOT_HATE_SPEECH,0.9,Bình luận yêu cầu hướng dẫn trang điểm.,64.0
6994098827519509274,6994046144053660930,Khhhh_,Đỉnh quáaa,3,1628440544,đỉnh quáaa,,NOT_HATE_SPEECH,0.9,Bình luận khen ngợi sự xuất sắc.,64.0
6994090928068100890,6994046144053660930,Thảo Lê 📸,Quá đỉnh 🥰,6,1628438703,quá đỉnh,,NOT_HATE_SPEECH,0.9,Bình luận khen ngợi sự xuất sắc.,64.0
7007060644319642394,6994046144053660930,Kimoanhsilver,U là chời. Hết hồn hà. Đẹp xĩu😆😆😆,7,1631458448,u là chời. hết hồn hà. đẹp xĩu,,NOT_HATE_SPEECH,0.9,Bình luận thể hiện sự ngạc nhiên và khen ngợi vẻ đẹp một cách mạnh mẽ.,64.0
6994050905986024218,6994046144053660930,Mai Thi M'kup,Đỉnh quá c oi,2,1628429382,đỉnh quá c oi,,NOT_HATE_SPEECH,0.9,Bình luận khen ngợi sự xuất sắc.,64.0
6994164975405417242,6994046144053660930,Dr Quỳnh,Đinhr quá bạn ơi,1,1628456005,đinhr quá bạn ơi,,NOT_HATE_SPEECH,0.9,Bình luận khen ngợi sự xuất sắc (mặc dù có lỗi chính tả).,64.0
6994656069582832411,6994046144053660930,Nguyễn Vân,Xịn sò 😍😍,1,1628570283,xịn sò,,NOT_HATE_SPEECH,0.9,Bình luận khen ngợi chất lượng hoặc sự 'cool'.,64.0
6994684591534064410,6994046144053660930,Sun & Si,Xuất sắc,1,1628576924,xuất sắc,,NOT_HATE_SPEECH,0.9,Bình luận khen ngợi sự xuất sắc.,64.0
6994059405843530522,6994046144053660930,phalenguyen_,Biến 1 phát ra gái hàn Xịn luônggg,1,1628431361,biến 1 phát ra gái hàn xịn luônggg,,NOT_HATE_SPEECH,0.9,"Bình luận khen ngợi sự biến hóa của người trong video, mang ý tích cực.",64.0
6994747805114106650,6994046144053660930,MyMy Chan368,Xịn :))),1,1628591641,xịn :))),,NOT_HATE_SPEECH,0.9,Bình luận khen ngợi chất lượng hoặc sự 'cool'.,64.0
6994081267306840858,6994046144053660930,Miu Makeup,Xịn quá ạ,3,1628436452,xịn quá ạ,,NOT_HATE_SPEECH,0.9,Bình luận khen ngợi chất lượng hoặc sự 'cool'.,64.0
6994104709909021467,6994046144053660930,minhngoc,uầy uầy đỉnh đỉnh,4,1628441913,uầy uầy đỉnh đỉnh,,NOT_HATE_SPEECH,0.9,Bình luận khen ngợi sự xuất sắc.,64.0
6994213264049914650,6994046144053660930,Emma,Đỉnh thiệt 😳,4,1628467193,đỉnh thiệt,,NOT_HATE_SPEECH,0.9,Bình luận khen ngợi sự xuất sắc.,64.0
6998756144697557786,6994046144053660930,Xàm xí đú,Xỉu😂😂,1,1629524906,xỉu,,NOT_HATE_SPEECH,0.9,Bình luận thể hiện sự ngưỡng mộ hoặc phản ứng tích cực mạnh mẽ.,64.0
6994088512022741762,6994046144053660930,Đậu đậu,Đẹp quá bn,4,1628438137,đẹp quá bn,,NOT_HATE_SPEECH,0.9,Bình luận khen ngợi vẻ đẹp.,64.0
6994086205260497691,6994046144053660930,MaiTay95,Mê~,1,1628437601,mê~,,NOT_HATE_SPEECH,0.9,Bình luận thể hiện sự yêu thích.,64.0
6995509507384263451,6994046144053660930,Baby Masha,Mê qá,3,1628768988,mê qá,,NOT_HATE_SPEECH,0.9,Bình luận thể hiện sự yêu thích.,64.0
