comment_id,video_id,username,comment_text,digg_count,create_time,clean_text
7522679354438976274,7513599459557723399,Tròn Tròn,"ai giúp đi ạ, ai giúp đi ạ",6,1751510284,"ai giúp đi ạ, ai giúp đi ạ"
7514238351007515410,7513599459557723399,리 나~♡,"살려주세요~~~~
애기가 살려 달래요~~ㅠㅠㅠㅠㅠ",5,1749544964,~~~~ ~~
7527513300927578888,7513599459557723399,Anh Long,"nó đang chửi ai vậy , tôi nghe bé nó nói Chu Mi Nga",80,1752635777,"nó đang chửi ai vậy , tôi nghe bé nó nói chu mi nga"
7525343991190684433,7513599459557723399,tvy,bế nhỏ lên 🙅‍♀️cầm đt quay🤳,5,1752130699,bế nhỏ lên cầm đt quay
7513914825845031697,7513599459557723399,🦫🦫AnhTuấn🦫🦫,Nó bảo cứu tao với cúng mày ơi 🤣🤣,10,1749469634,nó bảo cứu tao với cúng mày ơi
7513903269568250642,7513599459557723399,Ông Chú.22TQ.s1.,bé thế mà giỏi tiếng anh nhỉ,142,1749466939,bé thế mà giỏi tiếng anh nhỉ
7513891974949176072,7513599459557723399,Bão Giông 2025,này bên trung mà,165,1749464309,này bên trung mà
7513976360584151825,7513599459557723399,Dương 5005,ngộ không đâu rồi,7,1749483963,ngộ không đâu rồi
7513907031095821074,7513599459557723399,năng lượng,tôi nghe chữ chu mi a mà kêu là tiếng anh tôi cũng ạ mấy ông luôn,7,1749467929,tôi nghe chữ chu mi a mà kêu là tiếng anh tôi cũng ạ mấy ông luôn
7531618653461185287,7513599459557723399,Nhựt Phát,Sao bé nói được tiếng tàu vậy,32,1753591623,sao bé nói được tiếng tàu vậy
7513866302122918664,7513599459557723399,Nguyễn Danh Cường,Bố mẹ quay video để quảng cáo mùng à!?,7,1749458337,bố mẹ quay video để quảng cáo mùng à!?
7514261135819113272,7513599459557723399,Dazii199,"Mbona kama naskia ""nazulumiwa nishajua""😂😂😂😂😂😂",5,1749550269,"mbona kama naskia ""nazulumiwa nishajua"""
7526039225964610312,7513599459557723399,2 báo miền Tây 🍀🌴,Mới có tý tuổi mà có chúc ngoại ngữ sang hẵn ra🤣🤣,35,1752292568,mới có tý tuổi mà có chúc ngoại ngữ sang hẵn ra
7517276069034148616,7513599459557723399,⚡𝕂𝕪𝕒𝕨𝕫𝕚𝕟𝕝𝕒𝕥𝕥⚡,Excuse me တဲ့ ဟုလားဟ😁,9,1750252232,excuse me
7524971823802499847,7513599459557723399,Tranni 🛍️,mới mấy tháng mà trình độ t.anh giỏi quá ha,31,1752044042,mới mấy tháng mà trình độ t.anh giỏi quá ha
7522712620903236359,7513599459557723399,Phuong ni do,Sao nghe ra chu mi a chu mi a nhỉ 😂,33,1751518028,sao nghe ra chu mi a chu mi a nhỉ
7513860028102001415,7513599459557723399,Thúy An,cha đâu mẹ đâu😫,14,1749456872,cha đâu mẹ đâu
7521188292097590024,7513599459557723399,TỔNG KHO ĐỒ HOT TREND☘️,Ai cứuuu mi ah😂,5,1751163119,ai cứuuu mi ah
7546955986814026504,7513599459557723399,Anh Bộ Đội Trẻ 🐻🤍,chumia🤣🤣,2,1757162627,chumia
7534936543980094215,7513599459557723399,ANH TUẤN💗,Nó ns là ai giúp mik vs,1,1754364135,nó ns là ai giúp mik vs
7531262914369192711,7513599459557723399,Ho Ngoc Nhu Y,ai cứu Mia,4,1753508799,ai cứu mia
7535058592350454546,7513599459557723399,Hoàng Lan,Thương ghê chưa kìa,2,1754392549,thương ghê chưa kìa
7534737263474230017,7513599459557723399,cihvu,"Ê lúc trc t cx thế , đến h vẫn còn nhớ",1,1754317732,"ê lúc trc t cx thế , đến h vẫn còn nhớ"
7533863803134722824,7513599459557723399,H giang 95,Hồng hà nhi đang kêu cứu ngộ không😁😁😁,3,1754114364,hồng hà nhi đang kêu cứu ngộ không
7531248187765146369,7513599459557723399,DJ VCIM,Đứa nào quayyy 😂😂😂😂,2,1753505372,đứa nào quayyy
7527649593904841490,7513599459557723399,Ớt chuông,cứu tôi cứu tôi với 🥰,2,1752667506,cứu tôi cứu tôi với
7555130017131954962,7513599459557723399,uyên0207,Cứu lẹ lẹ😁,1,1759065789,cứu lẹ lẹ
7530957465086296839,7513599459557723399,𐙚 See🦄𐙚,🤣🤣🤣uii tr,1,1753437680,uii tr
7534720618840392468,7513599459557723399,Tнảσ 🫶,Ii thế cơ mà 🥰😂,1,1754313859,ii thế cơ mà
7534136935054443271,7513599459557723399,điệp vui vẻ 🐍,nó keu cứu,1,1754177973,nó keu cứu
7555098304797016853,7513599459557723399,Ba Huy Hoàng Mỹ,Bé nói tiếng Hoa giỏi quá,1,1759058412,bé nói tiếng hoa giỏi quá
7534935533403947796,7513599459557723399,BÃO NGUYỄN,gép tiếng,1,1754363898,gép tiếng
7535322842864435975,7513599459557723399,H. Quỳnh 5368,Đứa con cầu cứu bất lực 😂,1,1754454080,đứa con cầu cứu bất lực
7532407874292974354,7513599459557723399,The King,người đâu hộ giáaa,1,1753775381,người đâu hộ giáaa
7534938157676069639,7513599459557723399,Mai thu,ai giúp,1,1754364514,ai giúp
7546111958157706001,7513599459557723399,જ⁀➴ ♡,Sao t nghe thành a chu mi a:))😂,1,1756966117,sao t nghe thành a chu mi a:))
7534585775053259538,7513599459557723399,Shop Nail mai97,Ghép mà,1,1754282462,ghép mà
7542307552324469522,7513599459557723399,-Huỳnh Thị Nga-🫶🏻🫧,Mẹ t kể hồi nhỏ t đã bị 1 lần như vạiii 😂,1,1756080338,mẹ t kể hồi nhỏ t đã bị 1 lần như vạiii
7534575314212406017,7513599459557723399,Loading...,chiêu minh a 😂,1,1754280030,chiêu minh a
7535502630027821842,7513599459557723399,KhanhLuong15,cứu ta cứu ta,1,1754495934,cứu ta cứu ta
7532988396567806727,7513599459557723399,🐰Siu Quậy Cu Mèo 👀,bé kiểu: cứu tao với 😅,1,1753910564,bé kiểu: cứu tao với
7540392199524041494,7513599459557723399,Linda 🍒,Ai cứu kìa 😍😍😍🥰🥰,1,1755634378,ai cứu kìa
7538767945549185799,7513599459557723399,CÂU NÓI HAY,tiếng Campuchia đó ba,1,1755256202,tiếng campuchia đó ba
7531981004731581192,7513599459557723399,Thanh trúc,đáng yêu ghê,1,1753675993,đáng yêu ghê
7532035202928427797,7513599459557723399,Ni Ni,nó bảo cứu tôi với 😂,1,1753688617,nó bảo cứu tôi với
7532667964697641735,7513599459557723399,địa lan tím,ôi hồng hài nhi,1,1753835941,ôi hồng hài nhi
7546233226621666056,7513599459557723399,kẻ huỷ diệt loài vịt 🦆,Chu mi naaaaaa,1,1756994346,chu mi naaaaaa
7533866997001847570,7513599459557723399,Chang Chảng Chàng Changgg,Chu mi laaaaaa🤣🤣🤣,1,1754115113,chu mi laaaaaa
7533314830267925256,7513599459557723399,chu che vcl ?,aaa chu mi aaaaa😭,1,1753986550,aaa chu mi aaaaa
7540111418855719688,7513599459557723399,🫀b.ngọc✌️,chị giúp cho😄,1,1755569002,chị giúp cho
7543863298565128978,7513599459557723399,*KIRIYA_AKEMI.*,Nghe chu mi nha chu mi nha,1,1756442556,nghe chu mi nha chu mi nha
7534041498653426440,7513599459557723399,Trần Lam,ai cứu tôi đi mà,1,1754155741,ai cứu tôi đi mà
7530157175701504786,7513599459557723399,Cô út họ võ,Hồng hài nhi,2,1753251351,hồng hài nhi
7529324204287345425,7513599459557723399,xuất khẩu lao động,cuu tôi cứ tôi,2,1753057425,cuu tôi cứ tôi
7546955997332816658,7513599459557723399,nguoi tinh mua ha,đợi mẹ locket đã,1,1757162628,đợi mẹ locket đã
7526782883512632072,7513599459557723399,Phi Long 🐉,Chắc e bé TQ,2,1752465711,chắc e bé tq
7544003390256186130,7513599459557723399,Diệu Diệu,Phải tôi là lúc đó tôi biết nói liền luôn😂,1,1756475170,phải tôi là lúc đó tôi biết nói liền luôn
7541587755572609800,7513599459557723399,hg thuy duong 🐽,cứu ẻm kiaaaaa,1,1755912749,cứu ẻm kiaaaaa
7534644928421479176,7513599459557723399,zena✨️🧚‍♀️,"""ai cứu mia""🤗",1,1754296233,"""ai cứu mia"""
7536068584754791184,7513599459557723399,Thu thao,bé hoảng sợ mà còn đứng quay à,1,1754627714,bé hoảng sợ mà còn đứng quay à
7514001962964632327,7513793854999366930,___hongnhaaa,Thái Hoàng Mukbang🤡,633,1749489924,thái hoàng mukbang
7542481813420425992,7513793854999366930,Bui Trung Hieu,"từ vựng hnay ""ummm, uầyyy""",6,1756120902,"từ vựng hnay ""ummm, uầyyy"""
7513953893036032786,7513793854999366930,Adu a vũ,Ụt uầy ụt uầy ụt uầy,12,1749478729,ụt uầy ụt uầy ụt uầy
7540982148107436808,7513793854999366930,nào tán đổ cr đổi tên 😉,nhìn đã thấy ngậy hơn trà bông,18,1755771734,nhìn đã thấy ngậy hơn trà bông
7516980984571953936,7513793854999366930,Trang,vừa xem vừa nhăn mặt,9,1750183530,vừa xem vừa nhăn mặt
