comment_id,video_id,username,comment_text,digg_count,create_time,clean_text,video_context,llm_hate_speech,llm_confidence,llm_justification,batch_size_tested
7465351175157875464,6989137370817842459,VĂN.Phúc,Có ai 2025 ko 🥺,1,1738162547,có ai 2025 ko,Đu trend phiên bản mới cấn thai 🥲,NOT_HATE_SPEECH,1.0,"Bình luận hỏi có ai xem video vào năm 2025 không. Không chứa nội dung xúc phạm, miệt thị hay tấn công.",16.0
7504273144694850312,6989137370817842459,zanazana._.ha,hê lô 2025 tới nè😅,1,1747224757,hê lô 2025 tới nè,Đu trend phiên bản mới cấn thai 🥲,NOT_HATE_SPEECH,1.0,"Bình luận chào năm 2025, thể hiện việc xem video trong tương lai. Không chứa nội dung xúc phạm, miệt thị hay tấn công.",16.0
7499669746615681799,6989137370817842459,thuy tien.,ok 4 năm đã trôi qua^^,1,1746152952,ok 4 năm đã trôi qua^^,Đu trend phiên bản mới cấn thai 🥲,NOT_HATE_SPEECH,1.0,"Bình luận nhận xét về thời gian trôi qua. Không chứa nội dung xúc phạm, miệt thị hay tấn công.",16.0
7488674279328924434,6989137370817842459,Bang kay,2025 xem lại vẫn thấy sợ 🤡,1,1743592865,2025 xem lại vẫn thấy sợ,Đu trend phiên bản mới cấn thai 🥲,NOT_HATE_SPEECH,1.0,"Bình luận bày tỏ cảm xúc sợ hãi khi xem lại video vào năm 2025. Không chứa nội dung xúc phạm, miệt thị hay tấn công.",16.0
7528828341753135890,6989137370817842459,Thuỳ Linh,19/7/2025 vẫn đag xem hha,1,1752941957,19/7/2025 vẫn đag xem hha,Đu trend phiên bản mới cấn thai 🥲,NOT_HATE_SPEECH,1.0,"Bình luận thể hiện việc vẫn đang xem video vào ngày 19/7/2025. Không chứa nội dung xúc phạm, miệt thị hay tấn công.",16.0
7536458489814090504,6989137370817842459,Hoàng Anh dắp đỗ B1,2025 vẫn còn sợ,1,1754718494,2025 vẫn còn sợ,Đu trend phiên bản mới cấn thai 🥲,NOT_HATE_SPEECH,1.0,"Bình luận bày tỏ cảm xúc sợ hãi khi xem lại video vào năm 2025. Không chứa nội dung xúc phạm, miệt thị hay tấn công.",16.0
7512814330136494856,6989137370817842459,Human Đâyಥ‿ಥ,giống okiahiep,1,1749213400,giống okiahiep,Đu trend phiên bản mới cấn thai 🥲,NOT_HATE_SPEECH,0.7,Bình luận so sánh nội dung video với 'okiahiep'. Không rõ 'okiahiep' là ai nhưng không có dấu hiệu xúc phạm rõ ràng.,16.0
7503225248628671233,6989137370817842459,dung,Xem muộn nhất thế giới,1,1746980778,xem muộn nhất thế giới,Đu trend phiên bản mới cấn thai 🥲,NOT_HATE_SPEECH,1.0,"Bình luận tự nhận là người xem muộn nhất. Không chứa nội dung xúc phạm, miệt thị hay tấn công.",16.0
7525736141740819208,6989137370817842459,nhat huy,2025 rồi ạ😇,1,1752221998,2025 rồi ạ,Đu trend phiên bản mới cấn thai 🥲,NOT_HATE_SPEECH,1.0,"Bình luận xác nhận năm 2025. Không chứa nội dung xúc phạm, miệt thị hay tấn công.",16.0
7531718316358353672,6989137370817842459,EM SÓC  ˚ ☁️ +,t trễ nhất à,1,1753614831,t trễ nhất à,Đu trend phiên bản mới cấn thai 🥲,NOT_HATE_SPEECH,1.0,"Bình luận tự hỏi có phải mình xem video trễ nhất không. Không chứa nội dung xúc phạm, miệt thị hay tấn công.",16.0
7533860035169485576,6989137370817842459,LyPhung ☕️,2025 xem lại vẫn choáng 😂,1,1754113487,2025 xem lại vẫn choáng,Đu trend phiên bản mới cấn thai 🥲,NOT_HATE_SPEECH,1.0,"Bình luận bày tỏ cảm xúc choáng váng khi xem lại video vào năm 2025. Không chứa nội dung xúc phạm, miệt thị hay tấn công.",16.0
7463303897617974034,6989137370817842459,Hienn Hiii,Sợ hãi kakakaka,1,1737685884,sợ hãi kakakaka,Đu trend phiên bản mới cấn thai 🥲,NOT_HATE_SPEECH,1.0,"Bình luận bày tỏ cảm xúc sợ hãi kèm tiếng cười. Không chứa nội dung xúc phạm, miệt thị hay tấn công.",16.0
7512014925485818645,6989137370817842459,Đỗ NV1 thì đổi tên🍀🍀,người xem muộn nhất thế giới☺️,1,1749027278,người xem muộn nhất thế giới,Đu trend phiên bản mới cấn thai 🥲,NOT_HATE_SPEECH,1.0,"Bình luận tự nhận là người xem muộn nhất thế giới. Không chứa nội dung xúc phạm, miệt thị hay tấn công.",16.0
7528426558844568328,6989137370817842459,Hamster•đángiuu💝,đoán vội đag lướt tìm kiếm :)),1,1752848406,đoán vội đag lướt tìm kiếm :)),Đu trend phiên bản mới cấn thai 🥲,NOT_HATE_SPEECH,1.0,"Bình luận mô tả hành động lướt tìm kiếm và đoán vội. Không chứa nội dung xúc phạm, miệt thị hay tấn công.",16.0
7526101340922282770,6989137370817842459,hpiu0401?🖤,ai trễ như t😭😭,1,1752307026,ai trễ như t,Đu trend phiên bản mới cấn thai 🥲,NOT_HATE_SPEECH,1.0,"Bình luận hỏi xem có ai xem video trễ như mình không. Không chứa nội dung xúc phạm, miệt thị hay tấn công.",16.0
7470053366447784711,6989137370817842459,lynk lynk,sao tui nhìn ra bà quỳnh ta😂😂,1,1739257363,sao tui nhìn ra bà quỳnh ta,Đu trend phiên bản mới cấn thai 🥲,NOT_HATE_SPEECH,1.0,"Bình luận nhận xét rằng thấy 'bà Quỳnh' trong video. Không chứa nội dung xúc phạm, miệt thị hay tấn công.",16.0
