comment_id,video_id,username,comment_text,clean_text,digg_count,create_time,video_context,llm_hate_speech,llm_confidence,llm_justification
7560733365965144839,7560700847387200786,Chang💕97,Nghỉ lâu hơn tí nữa đc hông tại tui tết nghỉ đúng có 1ngày à 🤣🤣😘,nghỉ lâu hơn tí nữa đc hông tại tui tết nghỉ đúng có 1ngày à,24,1760370423,CHƯA GÌ ĐÃ LẠI PHẢI XÉ NHÁP NỮA RỒI 🥹 #theanh28 #theanh28news #tiktoknews,not_hate_speech,0.95,"The comment expresses a personal wish for a longer holiday, which is a neutral sentiment and does not contain any insults, degradation, or attacks."
7560706653449224967,7560700847387200786,…,Bao h nghỉ thế,bao h nghỉ thế,26,1760364201,CHƯA GÌ ĐÃ LẠI PHẢI XÉ NHÁP NỮA RỒI 🥹 #theanh28 #theanh28news #tiktoknews,not_hate_speech,0.95,"The comment is a direct question about the holiday schedule, which is neutral and does not contain any insults, degradation, or attacks."
7561072172425691920,7560700847387200786,CRC⚽,tôi muốn nghỉ 14 ngày nhà nước ơi,tôi muốn nghỉ 14 ngày nhà nước ơi,12,1760449308,CHƯA GÌ ĐÃ LẠI PHẢI XÉ NHÁP NỮA RỒI 🥹 #theanh28 #theanh28news #tiktoknews,not_hate_speech,0.95,"The comment expresses a personal wish for a longer holiday, which is a neutral sentiment and does not contain any insults, degradation, or attacks."
7560715187314508565,7560700847387200786,Góc nhìn ✈️,Thì năm nào k 9 ngày. Làm như nhiều hơn,thì năm nào k 9 ngày. làm như nhiều hơn,21,1760366192,CHƯA GÌ ĐÃ LẠI PHẢI XÉ NHÁP NỮA RỒI 🥹 #theanh28 #theanh28news #tiktoknews,not_hate_speech,0.95,"The comment makes an observation about the duration of the holiday, implying it's not unusual. This is a neutral or slightly critical observation, not hate speech."
7560936801917993735,7560700847387200786,@ Đinh Khôi 11,sao k cho thêm 1ngày cho tròn 10 nhỉ😅,sao k cho thêm 1ngày cho tròn 10 nhỉ,19,1760417786,CHƯA GÌ ĐÃ LẠI PHẢI XÉ NHÁP NỮA RỒI 🥹 #theanh28 #theanh28news #tiktoknews,not_hate_speech,0.95,"The comment expresses a suggestion or wish for a slightly longer holiday duration, which is neutral and does not contain any insults, degradation, or attacks."
7560721169303208722,7560700847387200786,voiu Trịnh Trần Phương Tuấn 😋,ủa tưởng trc h vẫn thế mà😭,ủa tưởng trc h vẫn thế mà,19,1760367583,CHƯA GÌ ĐÃ LẠI PHẢI XÉ NHÁP NỮA RỒI 🥹 #theanh28 #theanh28news #tiktoknews,not_hate_speech,0.95,"The comment expresses surprise or an observation that the holiday length is as expected, which is neutral and does not contain any insults, degradation, or attacks."
7560706479087682312,7560703121958178066,ghét Toán yêu Tin 🙆‍♀️,chúc mừng Lương Bằng Quang đã hoàn thành nhiệm vụ 👍,chúc mừng lương bằng quang đã hoàn thành nhiệm vụ,423,1760364160,CÔNG AN TP HCM TRIỆU TẬP CA SĨ LƯƠNG BẰNG QUANG SAU KHI BẮT NGÂN 98 ĐỂ LÀM RÕ NHIỀU TÌNH TIẾT QUAN TRỌNG #tiktoknews #60giay #theanh28,not_hate_speech,0.9,"The comment is a sarcastic remark implying Lương Bằng Quang was an informant, which is critical but not an insult, degradation, or attack against an individual or group based on inherent characteristics."
7560726938316735250,7560703121958178066,@HỒNG VÂN 99979,tới ngân collagen luôn mỹ phẩm và giảm ký kẹo táo,tới ngân collagen luôn mỹ phẩm và giảm ký kẹo táo,13,1760368927,CÔNG AN TP HCM TRIỆU TẬP CA SĨ LƯƠNG BẰNG QUANG SAU KHI BẮT NGÂN 98 ĐỂ LÀM RÕ NHIỀU TÌNH TIẾT QUAN TRỌNG #tiktoknews #60giay #theanh28,not_hate_speech,0.95,"The comment speculates about further legal actions concerning other individuals or products, which is an observation or prediction and not hate speech."
7560872403607798548,7560703121958178066,Nguyễn thành,ca sĩ 😂😂😂😂😂😂😂😂😂😂,ca sĩ,7,1760402812,CÔNG AN TP HCM TRIỆU TẬP CA SĨ LƯƠNG BẰNG QUANG SAU KHI BẮT NGÂN 98 ĐỂ LÀM RÕ NHIỀU TÌNH TIẾT QUAN TRỌNG #tiktoknews #60giay #theanh28,not_hate_speech,0.95,"The comment is a single word, likely referring to Lương Bằng Quang's profession, and is neutral."
7561041295533556498,7560703121958178066,*•.¸♡He He ♡¸.•*,Cực nóng cái gì,cực nóng cái gì,6,1760442123,CÔNG AN TP HCM TRIỆU TẬP CA SĨ LƯƠNG BẰNG QUANG SAU KHI BẮT NGÂN 98 ĐỂ LÀM RÕ NHIỀU TÌNH TIẾT QUAN TRỌNG #tiktoknews #60giay #theanh28,not_hate_speech,0.95,"The comment expresses skepticism about the severity of the news, which is a neutral opinion and not hate speech."
