comment_id,video_id,username,comment_text,clean_text,digg_count,create_time,video_context,llm_hate_speech,llm_confidence,llm_justification
7562703267529786133,7562626995683626261,Ngọc Tuyết ❤️1995,khổ nhất người làm cha làm mẹ,khổ nhất người làm cha làm mẹ,10,1760829096,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,1.0,The comment expresses sympathy for parents.
7562720150668100360,7562626995683626261,❤️ HÀ 💋,chau no dang tuoi bồng bột sự suy nghi đâu dc nhu nguoi lớn thuong cho 2 chau,chau no dang tuoi bồng bột sự suy nghi đâu dc nhu nguoi lớn thuong cho 2 chau,14,1760833014,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,1.0,The comment expresses understanding and sympathy for young people involved in a difficult situation.
7562736223917638408,7562626995683626261,!,rút kinh nghiệm lần sau nha em trai 🗿,rút kinh nghiệm lần sau nha em trai,9,1760836758,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,1.0,"The comment offers advice, not an insult or attack."
7562713978032505618,7562626995683626261,Tiến,chắc đang nghĩ: thui kiếp sau chắc t ko bắt lẻ nữa 🤡,chắc đang nghĩ: thui kiếp sau chắc t ko bắt lẻ nữa,17,1760831576,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,0.8,"The comment is sarcastic and speculative about the deceased's thoughts, but it does not directly insult or degrade the individual or any group."
7562766976373523208,7562626995683626261,🙀Class 6A5🙈,này đáng thương hay đáng trách đây,này đáng thương hay đáng trách đây,16,1760843914,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,1.0,"The comment asks a rhetorical question about the situation, not targeting anyone with hate."
7562686203448115986,7562626995683626261,An Hồ,Ko biết chuyện như thế nào nhưng thấy cảnh này thương xót cho bé quá 🥺,ko biết chuyện như thế nào nhưng thấy cảnh này thương xót cho bé quá,7,1760825113,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,1.0,The comment expresses sympathy for the child.
7562743282829476630,7562626995683626261,8h mexico,ở nhà anh ấy ngoan lắm,ở nhà anh ấy ngoan lắm,19,1760838436,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,1.0,"The comment is sarcastic, but it does not contain insults, degradation, or attacks."
7562713367937336082,7562626995683626261,🍀Thu Thuỷ 🍀,Nhìn cũng thấy thương,nhìn cũng thấy thương,9,1760831432,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,1.0,The comment expresses sympathy.
7562771613524738817,7562626995683626261,Quan Zinh,Ngta đã đi r còn cố mà lôi lên câu view,ngta đã đi r còn cố mà lôi lên câu view,12,1760844996,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,1.0,"The comment criticizes the video creator for perceived exploitation, not the deceased or any group in a hateful way."
7562708962870362897,7562626995683626261,Thượng Liên785,con nuôi đến từng này r.thương con thương cả GĐ .,con nuôi đến từng này r.thương con thương cả gđ .,6,1760830429,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,1.0,The comment expresses sympathy for the child and family.
7562683658117792530,7562626995683626261,An máy xúc 93,k thấy bạn vào cùng nhỉ,k thấy bạn vào cùng nhỉ,36,1760824525,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,1.0,"The comment asks a question about the context of the video, not expressing hate."
7562676861052388114,7562626995683626261,Gọi tớ là Anna Mỹ Duyên✝️,"Mong GĐ sớm vượt qua được nỗi đau này, Amen 🙏🏻","mong gđ sớm vượt qua được nỗi đau này, amen",5,1760822946,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,1.0,The comment expresses sympathy and good wishes for the family.
7562781400409096978,7562626995683626261,Doanh Vượng,"Vụ này ở cẩm khê phú thọ mà, Chỉ là TNGT thôi.mn đừng nhầm nhé","vụ này ở cẩm khê phú thọ mà, chỉ là tngt thôi.mn đừng nhầm nhé",19,1760847270,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,1.0,"The comment provides a factual correction about the event's location, not expressing hate."
7562706830885372689,7562626995683626261,+1 máy đấm bóp xinh,Anh hùng làm gì,anh hùng làm gì,5,1760829957,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,0.8,"The comment is a rhetorical question that implies the deceased's actions were reckless or meaningless, but it does not directly insult or degrade them."
7562725541889327880,7562626995683626261,Ngọc vy-88,mấy đứa bạn đi cùng đâu hết rùi hay chỉ có gia đình bên canj5,mấy đứa bạn đi cùng đâu hết rùi hay chỉ có gia đình bên canj5,5,1760834280,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,1.0,"The comment asks a question about the presence of friends, not expressing hate."
7562732834264351506,7562626995683626261,☛Phúc nè❖,ngiu chx,ngiu chx,9,1760835965,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,1.0,"The comment is a short, out-of-context question and does not contain hate speech."
7562787646831084289,7562626995683626261,ᴡʜʏ,lúc đuổi nghĩ mình oai lắm giờ thì hối hận k kịp,lúc đuổi nghĩ mình oai lắm giờ thì hối hận k kịp,2,1760848729,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,0.8,"The comment is a judgmental remark about the deceased's past actions and supposed regret, but it does not directly insult or degrade their identity or group."
7563165108114080530,7562626995683626261,Far away,lúc đuổi theo nhiều người sĩ oai lắm mà... 🤣,lúc đuổi theo nhiều người sĩ oai lắm mà...,1,1760936605,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,0.8,"The comment is a judgmental remark about the deceased's past actions and implied arrogance, but it does not directly insult or degrade their identity or group."
7563921301860221714,7562626995683626261,Nhi's Muội',Thực sự tôi rất thương bạn 12 😔😔😔😥😭,thực sự tôi rất thương bạn 12,1,1761112679,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,1.0,The comment expresses sympathy for the individual.
7562759546344489736,7562626995683626261,van vỹ,-1 giang hồ tương lai,-1 giang hồ tương lai,4,1760842185,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Hate speech,0.9,"The comment uses '-1' to imply a loss for society and refers to the deceased as a 'future gangster' ('giang hồ tương lai'), which is a derogatory label that degrades the individual."
7562862478016168724,7562626995683626261,QUỐC TRÂN❤️OANH MUỘI,cảnh tỉnh cho các đứa còn lại,cảnh tỉnh cho các đứa còn lại,3,1760866148,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,0.9,"The comment expresses a wish for others to learn from the incident, serving as a warning, rather than an insult or degradation."
7562785589772698388,7562626995683626261,Bờvainhỏ💋,Mất đứa con đau lòng lắm.con vào tù cũng vậy chỉ có cha mẹ mới thấu đc nổi đau.mn đừng trách các e ấy nữa hoan hỉ cả nhà ơi.🙏🙏🙏🙏,mất đứa con đau lòng lắm.con vào tù cũng vậy chỉ có cha mẹ mới thấu đc nổi đau.mn đừng trách các e ấy nữa hoan hỉ cả nhà ơi.,4,1760848250,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,1.0,The comment expresses sympathy for parents and calls for compassion.
7562785161700492040,7562626995683626261,khải  lê,dù đúng hay sai người cũng đã mất rồi. đừng buông lời cay nghiệt nữa. nam mô a Di Đà Phật.,dù đúng hay sai người cũng đã mất rồi. đừng buông lời cay nghiệt nữa. nam mô a di đà phật.,3,1760848142,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,1.0,The comment calls for an end to harsh words and expresses a wish for peace for the deceased.
7562870150077121298,7562626995683626261,Bà xãa...,thì phải phải phải gì ạ😇,thì phải phải phải gì ạ,2,1760867930,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,1.0,The comment is ambiguous and does not contain hate speech.
7562979986363515656,7562626995683626261,Anh Pham,"dù sau củng thấy tội thương, cả 2 e đều thấy thương, đau xót cho gd..nhà trường can thiệp sớm thì đở hơn, trách ai giờ xem mà xót xa cho cả e..","dù sau củng thấy tội thương, cả 2 e đều thấy thương, đau xót cho gd..nhà trường can thiệp sớm thì đở hơn, trách ai giờ xem mà xót xa cho cả e..",1,1760893509,Vụ thanh niên thanh hoá ko qua khỏi ở vệnh viện #xh #vairal #thanhhoa,Not hate speech,1.0,The comment expresses sympathy for both individuals and their families.
