comment_id,video_id,username,comment_text,clean_text,digg_count,create_time,video_context,llm_hate_speech,llm_confidence,llm_justification
7364405633900987143,7364371217572285714,Khôn êu đôu mẹ mắn lếy🙆‍♂️,😂😂😂 Sờiiii,sờiiii,5,1714659311,,NOT_HATE_SPEECH,0.98,"The comment 'sờiiii' is a neutral expression, not containing any insults, degradation, or attacks."
7364402697259107073,7364371217572285714,Giáo sư Thụy,Cười toét mồm!,cười toét mồm!,11,1714658637,,NOT_HATE_SPEECH,0.98,"The comment 'cười toét mồm!' expresses a positive reaction (laughing a lot), not containing any insults, degradation, or attacks."
7364407605193982736,7364371217572285714,HƯNG,Bà tấu hề thật 😆,bà tấu hề thật,20,1714659774,,NOT_HATE_SPEECH,0.98,"The comment 'bà tấu hề thật' is a positive observation about someone being humorous, not containing any insults, degradation, or attacks."
7364373314620441362,7364371217572285714,Diên Nguyễn chăm sóc sức khỏe,kkkkk bà diễn quá đỉnh luôn,kkkkk bà diễn quá đỉnh luôn,7,1714651787,,NOT_HATE_SPEECH,0.98,"The comment 'kkkkk bà diễn quá đỉnh luôn' is a compliment about someone's acting, not containing any insults, degradation, or attacks."
7364400178831393543,7364371217572285714,vinh_487,Coi bả kìa … dễ ghét quá ❤❤❤❤,coi bả kìa dễ ghét quá,7,1714658041,,NOT_HATE_SPEECH,0.9,"The comment 'coi bả kìa dễ ghét quá' uses 'dễ ghét' which can be an informal, playful term for someone mischievous or quirky in a comedic context, rather than a malicious insult."
7364372705805075208,7364371217572285714,Nguyễn Hiếu❤️🍀,Nhiệt a nó cao lắm 🤣🤣,nhiệt a nó cao lắm,192,1714651647,,NOT_HATE_SPEECH,0.98,"The comment 'nhiệt a nó cao lắm' is a neutral observation, not containing any insults, degradation, or attacks."
7364386975606276882,7364371217572285714,Chun Jacky298,"Hôm qua có ông nào hỏi, nay tui trả lời luôn nè😂 Tủ thuốc sau lưng là để uống ko phải bán nha.😂","hôm qua có ông nào hỏi, nay tui trả lời luôn nè tủ thuốc sau lưng là để uống ko phải bán nha.",19,1714654966,,NOT_HATE_SPEECH,0.98,"The comment is informative and humorous, clarifying a detail in the video, and does not contain any insults, degradation, or attacks."
7364414025629025032,7364371217572285714,user9810366195728Trịnh Kiệt,khàn khàn rất đặc biệt màn đối thoại đỉnh tình lãng mạn 💏💏💏😁😁😁,khàn khàn rất đặc biệt màn đối thoại đỉnh tình lãng mạn,8,1714661264,,NOT_HATE_SPEECH,0.98,"The comment 'khàn khàn rất đặc biệt màn đối thoại đỉnh tình lãng mạn' expresses positive feedback on the video's content, not containing any insults, degradation, or attacks."
7364401132712641297,7364371217572285714,Linh Nguyễn,Như diễn viên hài 😂😂,như diễn viên hài,8,1714658272,,NOT_HATE_SPEECH,0.98,"The comment 'như diễn viên hài' is a compliment, comparing the person to a comedian, not containing any insults, degradation, or attacks."
7364399419893465874,7364371217572285714,Tũn Tây,A xin em... Đừng dừng lại 😂😂😂,a xin em... đừng dừng lại,8,1714657866,,NOT_HATE_SPEECH,0.98,"The comment 'a xin em... đừng dừng lại' expresses enjoyment and encouragement, not containing any insults, degradation, or attacks."
