comment_id,video_id,username,comment_text,clean_text,digg_count,create_time,video_context,llm_hate_speech,llm_confidence,llm_justification
7399286863780250375,7396910782190996743,Huỳnh Ngọc Đầm 🧸,S quá quên lun đã làm =)),s quá quên lun đã làm =)),1,1722780726,,Not Hate Speech,1.0,"The comment is a casual statement about forgetting something. It does not contain insults, degradation, or attacks."
7399243636083770120,7396910782190996743,Tuan Kiet,AI căn góc cam đẹp vậy,ai căn góc cam đẹp vậy,1,1722770662,,Not Hate Speech,1.0,"The comment asks a neutral question about camera angles. It does not contain insults, degradation, or attacks."
7537182394537820936,7396910782190996743,Chương Trần Văn,Câu ai cũng có quá khứ đã hiểu 🤣🤣🤣,câu ai cũng có quá khứ đã hiểu,0,1754887036,,Not Hate Speech,1.0,"The comment is a reflective statement about understanding a past event. It does not contain insults, degradation, or attacks."
7465952364340921096,7396910782190996743,cubin,ủa rồi ai quay ai đăng mặt rõ thế kia mà,ủa rồi ai quay ai đăng mặt rõ thế kia mà,0,1738302509,,Not Hate Speech,1.0,"The comment expresses curiosity about who filmed and posted the video with clear faces. It does not contain insults, degradation, or attacks."
7399160549621187345,7396910782190996743,Hùng Vĩ,Al đêý :))),al đêý :))),0,1722751316,,Not Hate Speech,1.0,"The comment is an informal exclamation. It does not contain insults, degradation, or attacks."
7399195751702725383,7396910782190996743,học ngu gu đại gia,@𝑦𝑢𝑚𝑖 xúc phạm iq 🥰🥰,xúc phạm iq,0,1722759512,,Hate Speech,0.95,The comment 'xúc phạm iq' (insulting IQ) directly states an act of degradation towards someone's intelligence.
7399322370135081744,7396910782190996743,Nguyễn Hiếu💞,dí nhau có j đâu chuyện bình thường mà,dí nhau có j đâu chuyện bình thường mà,1,1722788993,,Not Hate Speech,1.0,"The comment describes an action as normal. It does not contain insults, degradation, or attacks."
7402080936193934097,7396910782190996743,đã đổi tên,tự dưng thấy tủi thân vì bị bảo là nguuu🥺,tự dưng thấy tủi thân vì bị bảo là nguuu,2,1723431274,,Not Hate Speech,1.0,"The comment expresses a personal feeling of sadness due to being called 'nguuu' (stupid), but it is not hate speech itself; it describes being a recipient of an insult."
7399201312376947474,7396910782190996743,hg!,khinh thường IQ của mng kk,khinh thường iq của mng kk,3,1722760807,,Hate Speech,0.95,The comment 'khinh thường iq của mng' (despising everyone's IQ) expresses degradation towards the intelligence of others.
7403234279868138247,7396910782190996743,eejshkj,Tưởng mình khôn mà nghĩ ngkhac ngu :))),tưởng mình khôn mà nghĩ ngkhac ngu :))),1,1723699806,,Hate Speech,0.9,"The comment 'tưởng mình khôn mà nghĩ ngkhac ngu' (thinking oneself smart while thinking others are stupid) implies calling others 'ngu' (stupid), which is a form of degradation."
7399307740638626580,7396910782190996743,ommotchutnoibuon,chống mắt lên coi ai là thủ phạm tạo AI gì đó 🤣,chống mắt lên coi ai là thủ phạm tạo ai gì đó,1,1722785589,,Not Hate Speech,1.0,"The comment expresses an anticipation for finding the 'culprit' of something related to AI. It does not contain insults, degradation, or attacks."
7399203652898063112,7396910782190996743,messi là goat,mày đang súc phạm iQ tao à,mày đang súc phạm iq tao à,1,1722761352,,Not Hate Speech,1.0,"The comment is a reactive question 'mày đang súc phạm iq tao à' (are you insulting my IQ?), accusing someone of insult rather than perpetrating hate speech itself."
7399172075775476487,7396910782190996743,VĂN HIẾU,hóng 20ph quá🥺🥺,hóng 20ph quá,1,1722754001,,Not Hate Speech,1.0,"The comment expresses anticipation for a 20-minute video. It does not contain insults, degradation, or attacks."
7477530026545300242,7396910782190996743,SharkHnVn,Em nay lộ video ah,em nay lộ video ah,0,1740998147,,Not Hate Speech,1.0,"The comment asks a question about a video being exposed. While sensitive, it is not an insult or attack itself."
7397012078445724433,7397010873266490631,bị ung thư phổi giai đoạn 4,thạch sùng đã xem và gom gạo,thạch sùng đã xem và gom gạo,1055,1722251085,,Not Hate Speech,1.0,"The comment refers to a folk tale character in a lighthearted way. It does not contain insults, degradation, or attacks."
7397025463800447752,7397010873266490631,Bị mất xe đạp,sao tụi nó biết nhỉ🤔,sao tụi nó biết nhỉ,595,1722254203,,Not Hate Speech,1.0,"The comment asks a neutral question. It does not contain insults, degradation, or attacks."
7406572159260853013,7397010873266490631,🤡🤡🤡🤡,mn thì thấy sắp xảy ra điều xấu còn tui thì thấy sắp có nồi canh cua,mn thì thấy sắp xảy ra điều xấu còn tui thì thấy sắp có nồi canh cua,102,1724476969,,Not Hate Speech,1.0,"The comment expresses a lighthearted, personal observation. It does not contain insults, degradation, or attacks."
