comment_id,video_id,username,comment_text,clean_text,digg_count,create_time,video_context,llm_hate_speech,llm_confidence,llm_justification
7562035099610579733,7562021234637049095,Huế.Emm,chưa cập nhật 🤣,chưa cập nhật,3,1760673513,"VNEID ĐÃ CẬP NHẬT ""TÌNH TRẠNG HÔN NHÂN"" #TikTokAwardsVN #theanh28 #60giay #tiktoknews",not_hate_speech,1.0,The comment is a neutral statement about a feature not being updated.
7562142077774086919,7562021234637049095,anhphuc_15,biết từ sớm r,biết từ sớm r,3,1760698412,"VNEID ĐÃ CẬP NHẬT ""TÌNH TRẠNG HÔN NHÂN"" #TikTokAwardsVN #theanh28 #60giay #tiktoknews",not_hate_speech,1.0,The comment is a neutral statement indicating prior knowledge.
7562125272147297031,7562021234637049095,NoName,t lấy vk năm 2022. mà có hiện đâu,t lấy vk năm 2022. mà có hiện đâu,3,1760694505,"VNEID ĐÃ CẬP NHẬT ""TÌNH TRẠNG HÔN NHÂN"" #TikTokAwardsVN #theanh28 #60giay #tiktoknews",not_hate_speech,1.0,The comment is a neutral statement sharing personal experience about a feature not appearing.
7562039867841135368,7562021234637049095,bocuatom,lại hay đây,lại hay đây,3,1760674617,"VNEID ĐÃ CẬP NHẬT ""TÌNH TRẠNG HÔN NHÂN"" #TikTokAwardsVN #theanh28 #60giay #tiktoknews",not_hate_speech,1.0,The comment expresses a neutral or slightly positive reaction.
7562053808604807943,7562021234637049095,MẬP ❤️,cập nhật lâu rồi mà😅,cập nhật lâu rồi mà,3,1760677861,"VNEID ĐÃ CẬP NHẬT ""TÌNH TRẠNG HÔN NHÂN"" #TikTokAwardsVN #theanh28 #60giay #tiktoknews",not_hate_speech,1.0,The comment is a neutral statement about a feature being updated a long time ago.
7562123150582907655,7562021234637049095,Meo Meo,T nó ra là không có kết quả,t nó ra là không có kết quả,3,1760694005,"VNEID ĐÃ CẬP NHẬT ""TÌNH TRẠNG HÔN NHÂN"" #TikTokAwardsVN #theanh28 #60giay #tiktoknews",not_hate_speech,1.0,The comment is a neutral statement sharing personal experience about not finding results.
7562156828270232338,7562021234637049095,Kim Anh 2608,Tui vào. Và không có gì. 🤣🤣,tui vào. và không có gì.,3,1760701850,"VNEID ĐÃ CẬP NHẬT ""TÌNH TRẠNG HÔN NHÂN"" #TikTokAwardsVN #theanh28 #60giay #tiktoknews",not_hate_speech,1.0,The comment is a neutral statement sharing personal experience about not finding anything.
7562152006850544402,7562021234637049095,mẫn lan,check kiểu gì ạ,check kiểu gì ạ,4,1760700727,"VNEID ĐÃ CẬP NHẬT ""TÌNH TRẠNG HÔN NHÂN"" #TikTokAwardsVN #theanh28 #60giay #tiktoknews",not_hate_speech,1.0,The comment is a neutral question asking for instructions.
7562045798385877778,7562021234637049095,Khi Nào Có NY Thì Đổi Tên,của mình kiểm tra thì hiện vk cũ luôn 😂,của mình kiểm tra thì hiện vk cũ luôn,4,1760676000,"VNEID ĐÃ CẬP NHẬT ""TÌNH TRẠNG HÔN NHÂN"" #TikTokAwardsVN #theanh28 #60giay #tiktoknews",not_hate_speech,1.0,The comment is a neutral statement sharing personal experience about a status display.
7562089067304846088,7562021234637049095,Khanh Gầy  🖤,Tui hk có thấy😁,tui hk có thấy,4,1760686075,"VNEID ĐÃ CẬP NHẬT ""TÌNH TRẠNG HÔN NHÂN"" #TikTokAwardsVN #theanh28 #60giay #tiktoknews",not_hate_speech,1.0,The comment is a neutral statement sharing personal experience about not seeing a feature.
