comment_id,video_id,username,comment_text,clean_text,digg_count,create_time,video_context,llm_hate_speech,llm_confidence,llm_justification
7553367329004290834,7553213898506210577,elver galarga,creo en dios pero me desespera que alguien haga algo heroico y agradezcan a dios y no a la persona,creo en dios pero me desespera que alguien haga algo heroico y agradezcan a dios y no a la persona,18,1758655395,(Video: Bắc Khánh Linh Trans) Quá may mắn vì không xảy ra va chạm  #VTVcab #vtvcab #tiktoknews,not_hate_speech,0.95,"The comment expresses a personal opinion about giving credit to humans versus God for heroic actions, which is a philosophical or religious viewpoint, not an insult or attack on any group."
7553386726129124104,7553213898506210577,Angel.ito,"Como maneja el problema con una tranquilidad, se agradece el silencio de los pasajeros y grande el conductor...todo para que le digan que dios lo hizo jaja","como maneja el problema con una tranquilidad, se agradece el silencio de los pasajeros y grande el conductor...todo para que le digan que dios lo hizo jaja",11,1758659917,(Video: Bắc Khánh Linh Trans) Quá may mắn vì không xảy ra va chạm  #VTVcab #vtvcab #tiktoknews,not_hate_speech,0.95,"The comment praises the driver and passengers while light-heartedly critiquing the tendency to attribute all good outcomes to God. It is an opinion and admiration, not hate speech."
7553360823725851400,7553213898506210577,stay hard,bro even said sorry,bro even said sorry,44,1758653871,(Video: Bắc Khánh Linh Trans) Quá may mắn vì không xảy ra va chạm  #VTVcab #vtvcab #tiktoknews,not_hate_speech,0.95,"The comment is a simple observation about the video content, not containing any insults, degradation, or attacks."
7553473546689741588,7553213898506210577,[C]øx[C]lam,Wow pero fuera de broma quien más se esperó el impacto? Ya estaba preparado,wow pero fuera de broma quien más se esperó el impacto? ya estaba preparado,31,1758680114,(Video: Bắc Khánh Linh Trans) Quá may mắn vì không xảy ra va chạm  #VTVcab #vtvcab #tiktoknews,not_hate_speech,0.95,"The comment expresses a personal anticipation regarding the event in the video, not containing any insults, degradation, or attacks."
7553462415955166008,7553213898506210577,Elgocho,Primer video donde no hay una mujer gritando,primer video donde no hay una mujer gritando,19,1758677532,(Video: Bắc Khánh Linh Trans) Quá may mắn vì không xảy ra va chạm  #VTVcab #vtvcab #tiktoknews,not_hate_speech,0.9,"The comment makes a generalized observation about women's reactions in videos, which could be seen as stereotypical but is not a direct insult, degradation, or attack targeting individuals or groups in a hateful manner in this context."
7553442696799929096,7553213898506210577,PrepucioHz15_Mogg,El conductor viendo que no fue gracias a el (según los comentarios),el conductor viendo que no fue gracias a el (según los comentarios),8,1758672943,(Video: Bắc Khánh Linh Trans) Quá may mắn vì không xảy ra va chạm  #VTVcab #vtvcab #tiktoknews,not_hate_speech,0.95,"The comment is a meta-commentary on other comments, observing a disparity in credit given. It is not an insult or attack."
7553410306153333511,7553213898506210577,denysmarloricrada,"nadie grito nadie iso escándalo, todos admiración","nadie grito nadie iso escándalo, todos admiración",20,1758665410,(Video: Bắc Khánh Linh Trans) Quá may mắn vì không xảy ra va chạm  #VTVcab #vtvcab #tiktoknews,not_hate_speech,0.95,"The comment observes the calm reactions of people in the video and expresses admiration, not containing any insults, degradation, or attacks."
7553314762722018060,7553213898506210577,꧁𝐍𝐚𝐲𝐞𝐥𝐢꧂,el señor:,el seor:,1695,1758643149,(Video: Bắc Khánh Linh Trans) Quá may mắn vì không xảy ra va chạm  #VTVcab #vtvcab #tiktoknews,not_hate_speech,0.95,"The comment is an incomplete phrase, likely a reaction, and does not contain any hate speech."
7553448600225202952,7553213898506210577,El ShisharoHappy🎨,"fanáticos religiosos cuando se trata de ponerse a hacer buenas obras y seguir la religión como buenos cristianos: ❌
fanáticos religiosos diciendo que dios hizo algo por la más mínima cosa que salga bien, dejando de lado el esmero y practica humana: ✅","fanáticos religiosos cuando se trata de ponerse a hacer buenas obras y seguir la religión como buenos cristianos: fanáticos religiosos diciendo que dios hizo algo por la más mínima cosa que salga bien, dejando de lado el esmero y practica humana:",34,1758674324,(Video: Bắc Khánh Linh Trans) Quá may mắn vì không xảy ra va chạm  #VTVcab #vtvcab #tiktoknews,not_hate_speech,0.9,"The comment critiques perceived hypocrisy in religious behavior but does not contain direct insults, degradation, or calls to attack people or groups based on their identity."
7553470975645074232,7553213898506210577,Jeison.ex,Se salvo por un pelo 🗿,se salvo por un pelo,10,1758679531,(Video: Bắc Khánh Linh Trans) Quá may mắn vì không xảy ra va chạm  #VTVcab #vtvcab #tiktoknews,not_hate_speech,0.95,"The comment is an observational remark about the event in the video, not containing any insults, degradation, or attacks."
7553602166914745104,7553241141844495634,Ông fuho,Chúc còn nhiều sức khỏe con nhé 🥰🥰,chúc còn nhiều sức khỏe con nhé,33,1758710070,,not_hate_speech,1.0,The comment expresses a well-wishing sentiment.
7554645398893216520,7553241141844495634,mydungnguyen366,thương con ngoan quá ❤️❤️❤️❤,thương con ngoan quá,5,1758952960,,not_hate_speech,1.0,The comment expresses sympathy and affection.
7555080035229860616,7553241141844495634,Thanh bình,Chúc bé luôn khoẻ mạnh gặp nhiều may mắn,chúc bé luôn khoẻ mạnh gặp nhiều may mắn,9,1759054154,,not_hate_speech,1.0,The comment expresses a well-wishing sentiment.
7555079495432569618,7553241141844495634,Văn phòng phẩm AK,chúc con khỏe mạnh và hạnh phúc nha nam mô Di lạc Vương phủ quý Phật,chúc con khỏe mạnh và hạnh phúc nha nam mô di lạc vương phủ quý phật,8,1759054035,,not_hate_speech,1.0,"The comment expresses a well-wishing sentiment and includes a religious phrase, which is not hate speech."
7554700313011028743,7553241141844495634,mnl5k2,cô gang len con nhe,cô gang len con nhe,5,1758965744,,not_hate_speech,1.0,The comment offers encouragement.
7554801375348310802,7553241141844495634,ÚT CHÂU,chúc con nhiều sức khỏe,chúc con nhiều sức khỏe,1,1758989271,,not_hate_speech,1.0,The comment expresses a well-wishing sentiment.
7556243680580600583,7553241141844495634,user2syjt3md3d,cô lên con 🥰🥰🥰,cô lên con,1,1759325086,,not_hate_speech,1.0,The comment offers encouragement.
7554837776782721810,7553241141844495634,Ngong Tangsang,Chúc con mạnh khỏe,chúc con mạnh khỏe,1,1758997756,,not_hate_speech,1.0,The comment expresses a well-wishing sentiment.
7554966635388764946,7553241141844495634,@Bé diệu vậy là đũ,thuong con,thuong con,1,1759027751,,not_hate_speech,1.0,The comment expresses affection or sympathy.
7554784669428368144,7553241141844495634,út mai 1980,Chúc con nhiều sk nha con❤❤❤❤,chúc con nhiều sk nha con,1,1758985391,,not_hate_speech,1.0,The comment expresses a well-wishing sentiment.
7555415374180188946,7553241141844495634,Nguyễn Hải,cố gắng lên con nhé 🌹🌹,cố gắng lên con nhé,5,1759132231,,not_hate_speech,1.0,The comment offers encouragement.
7553242753623229185,7553241141844495634,Tình Dương✅74,thấy thương quá con ơi 💝💝💝,thấy thương quá con ơi,6,1758626379,,not_hate_speech,1.0,The comment expresses sympathy.
7553587322652132114,7553241141844495634,Thương Trần,thương con thật nhiều nè 🌹🌹🌹🌹🌹,thương con thật nhiều nè,5,1758706608,,not_hate_speech,1.0,The comment expresses affection.
7554236951530636050,7553241141844495634,Thúy liểu 1968,Cô chúc con nhiều sức khỏe con nhé ❤️❤️❤️❤️❤️❤️❤️❤,cô chúc con nhiều sức khỏe con nhé,1,1758857860,,not_hate_speech,1.0,The comment expresses a well-wishing sentiment.
7554638851270165249,7553241141844495634,Trần Điền,chú chúc cho con được nhiều sức khỏe nhé con.,chú chúc cho con được nhiều sức khỏe nhé con.,1,1758953123,,not_hate_speech,1.0,The comment expresses a well-wishing sentiment.
7555015169807467281,7553241141844495634,Ha Diem Thi,thương bé qua,thương bé qua,1,1759039056,,not_hate_speech,1.0,The comment expresses sympathy.
7554362599094174482,7553241141844495634,Dung Bui Thanh,thuong quá .cho con 100 trái tim,thuong quá .cho con 100 trái tim,1,1758887204,,not_hate_speech,1.0,The comment expresses sympathy and positive encouragement.
7554646012964340498,7553241141844495634,thanhnguyen060594,Thay dang thuong qua mong co chu giup be tot hon cam on,thay dang thuong qua mong co chu giup be tot hon cam on,1,1758953102,,not_hate_speech,1.0,"The comment expresses sympathy and hope for help, not hate speech."
7554649621005468423,7553241141844495634,Tien Kieu Pham,chúc con luôn khỏe mạnh,chúc con luôn khỏe mạnh,1,1758953945,,not_hate_speech,1.0,The comment expresses a well-wishing sentiment.
7554645671367082760,7553241141844495634,Phạm Huệ,cố lên nhé con,cố lên nhé con,1,1758953021,,not_hate_speech,1.0,The comment offers encouragement.
7554369332441219858,7553241141844495634,Khang,Chúc con luôn luôn bình an nhé,chúc con luôn luôn bình an nhé,1,1758888768,,not_hate_speech,1.0,The comment expresses a well-wishing sentiment.
7554621776345760520,7553241141844495634,Thanh Thảo 68,Nam mô a di đà Phật cầu cho con luôn mạnh khoẻ hạnh phúc bình an nhé🙏🙏🙏🙏🙏🙏🙏,nam mô a di đà phật cầu cho con luôn mạnh khoẻ hạnh phúc bình an nhé,1,1758947458,,not_hate_speech,1.0,"The comment is a religious prayer and expresses a well-wishing sentiment, not hate speech."
7554628440322999048,7553241141844495634,Ngô Hằng,ngoan vá ₫i🥰🥰🥰🥰,ngoan vá i,1,1758949009,,not_hate_speech,1.0,The comment expresses admiration.
7554813002329260807,7553241141844495634,da lih Nguyễn,chúc con co nhiều sức khỏe nha và hạnh phúc nha 🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹,chúc con co nhiều sức khỏe nha và hạnh phúc nha,1,1758991984,,not_hate_speech,1.0,The comment expresses a well-wishing sentiment.
7554640438337078018,7553241141844495634,🇻🇳-Hoa Hồng -🇻🇳,💖💖💖💖💖💖Thuong con quá 💖💖💖💖💖💖💖💖,thuong con quá,1,1758951826,,not_hate_speech,1.0,The comment expresses sympathy.
